id,year,set,duration,cluster,title
3699,1994,2,407536,0,Julius
3708,1994,2,268095,0,Fire
3709,1994,2,141427,0,Poor Heart
3720,1994,2,417724,0,Julius
3721,1994,2,226978,0,Sparkle
3723,1994,2,358400,0,Suzy Greenberg
3791,1994,2,389016,0,Llama
3821,1994,1,234266,0,Llama
3824,1994,1,254955,0,Wilson
3828,1994,1,227709,0,The Sloth
3830,1994,1,785894,0,Divided Sky
967,1992,1,399334,0,Chalk Dust Torture
3772,1994,E,200359,0,Tweezer Reprise
3774,1994,1,358975,0,Wilson
3775,1994,1,494942,0,It's Ice
3776,1994,1,321672,0,Fee
3778,1994,1,216633,0,The Sloth
3783,1994,1,304875,0,Sample in a Jar
3787,1994,2,374909,0,The Curtain
3792,1994,2,149316,0,Dog Faced Boy
3797,1994,E,192627,0,Rocky Top
3825,1994,1,353724,0,AC/DC Bag
3832,1994,2,565943,0,Down with Disease
3836,1994,2,286903,0,Sample in a Jar
3838,1994,2,405342,0,Scent of a Mule
3844,1994,E,191634,0,Tube
3845,1994,E,264934,0,Fire
3875,1994,1,288731,0,Frankenstein
3886,1994,2,528901,0,Chalk Dust Torture
3891,1994,1,295654,0,Sample in a Jar
3896,1994,1,405786,0,Tela
3897,1994,1,441313,0,Julius
3898,1994,1,398550,0,Suzy Greenberg
3900,1994,2,401946,0,If I Could
3902,1994,2,482299,0,Down with Disease
3911,1994,1,272039,0,Golgi Apparatus
3913,1994,1,359732,0,Guelah Papyrus
3918,1994,1,227788,0,Sparkle
3919,1994,1,185339,0,Tweezer Reprise
3929,1994,2,288549,0,Sample in a Jar
3935,1994,1,433032,0,Down with Disease
28054,2013,2,864131,0,Light
3895,1994,1,537234,0,It's Ice
3899,1994,2,764264,0,David Bowie
3904,1994,2,187611,0,Avenu Malkenu
3908,1994,2,798224,0,Harry Hood
3909,1994,2,340872,0,Cavern
3910,1994,E,180558,0,Rocky Top
3921,1994,2,381283,0,Mike's Song
3922,1994,2,263863,0,Simple
3928,1994,2,635664,0,Maze
3932,1994,E,371200,0,Rift
3954,1994,1,358818,0,Rift
3959,1994,1,237740,0,Uncle Pen
3962,1994,1,589192,0,Down with Disease
3994,1994,2,300696,0,Tweezer Reprise
4003,1994,1,243017,0,Wilson
4007,1994,1,227344,0,The Sloth
4023,1994,1,470622,0,Runaway Jim
4024,1994,1,582191,0,Foam
4026,1994,1,647837,0,Maze
4028,1994,1,458841,0,Scent of a Mule
4029,1994,1,427259,0,Down with Disease
4033,1994,2,280111,0,Also Sprach Zarathustra
4035,1994,2,825887,0,Fluffhead
4036,1994,2,141531,0,Poor Heart
4050,1994,1,401110,0,If I Could
4052,1994,1,467200,0,Julius
4053,1994,1,274730,0,Cavern
4055,1994,2,839602,0,David Bowie
4056,1994,2,277891,0,Glide
4057,1994,2,506201,0,Ya Mar
4061,1994,2,223687,0,Bouncing Around the Room
4062,1994,2,611004,0,The Squirming Coil
4064,1994,E,264255,0,Golgi Apparatus
4065,1994,E,209659,0,Rocky Top
4068,1994,1,299207,0,Sample in a Jar
4069,1994,1,597368,0,Foam
28055,2013,2,404663,0,Chalk Dust Torture
28056,2013,2,358922,0,Meatstick
30781,2016,1,388153,0,Chalk Dust Torture
4044,1994,E,191373,0,Tweezer Reprise
4063,1994,2,502805,0,Crimes of the Mind
4071,1994,1,525087,0,Down with Disease
4077,1994,2,852454,0,Possum
4087,1994,2,385750,0,Suzy Greenberg
4088,1994,E,118962,0,My Sweet One
4089,1994,E,210181,0,Tweezer Reprise
4108,1994,2,230400,0,Sparkle
4189,1994,2,518635,0,Mike's Song
4196,1994,E,336640,0,Bold As Love
4212,1994,2,512993,0,Good Times Bad Times
4244,1994,1,403122,0,AC/DC Bag
929,1992,1,233300,0,Bouncing Around the Room
30783,2016,1,456176,0,Rift
4210,1994,2,63164,0,Hold Your Head Up
4242,1994,1,279510,0,Wilson
4257,1994,2,74919,0,Hold Your Head Up
