id,year,set,duration,cluster
23914,2011,2,871497,2
23915,2011,2,339827,2
28745,2014,1,531148,2
28746,2014,1,363729,2
28747,2014,1,420127,2
28749,2014,2,322638,2
28750,2014,2,533394,2
28752,2014,2,385541,2
28753,2014,2,844696,2
28754,2014,2,529580,2
28755,2014,2,699167,2
20498,2000,1,517172,2
20499,2000,1,565133,2
23910,2011,2,578273,2
23911,2011,2,658678,2
23916,2011,2,436376,2
23917,2011,2,567249,2
23919,2011,E,325721,2
23920,2011,E,236931,2
23946,2011,2,800052,2
23948,2011,2,384026,2
23950,2011,2,537835,2
23951,2011,2,468167,2
23953,2011,E,358713,2
23955,2011,1,156264,2
23958,2011,1,847778,2
23959,2011,1,214387,2
23960,2011,1,631928,2
23963,2011,1,272875,2
23967,2011,2,422296,2
23971,2011,2,681352,2
23974,2011,2,853499,2
23975,2011,2,345469,2
23978,2010,1,602279,2
23979,2010,1,611239,2
23981,2010,1,802351,2
23982,2010,1,497842,2
23983,2010,1,868650,2
23984,2010,1,274338,2
23985,2010,1,676702,2
23986,2010,2,800758,2
23987,2010,2,577855,2
23990,2010,2,472660,2
23994,2010,2,372402,2
23995,2010,E,253727,2
23996,2010,E,473783,2
23998,2011,1,403383,2
23999,2011,1,608078,2
24000,2011,1,243069,2
24002,2011,1,329613,2
24003,2011,1,631458,2
24005,2011,1,715755,2
24006,2011,1,367909,2
24008,2011,2,362501,2
24009,2011,2,621113,2
24012,2011,2,432013,2
24013,2011,2,377704,2
24014,2011,2,670511,2
24015,2011,2,238054,2
24016,2011,2,633704,2
24018,2011,2,328020,2
24021,2011,E,322482,2
24022,2011,E,228310,2
24069,2010,1,477074,2
24126,2010,2,528170,2
24071,2010,1,406413,2
24072,2010,1,551262,2
24073,2010,1,297639,2
24074,2010,1,217966,2
24075,2010,1,460904,2
24078,2010,1,774661,2
24080,2010,2,797414,2
24081,2010,2,600477,2
24082,2010,2,585300,2
24083,2010,2,457352,2
24086,2010,E,346776,2
24108,2010,1,308689,2
24110,2010,1,629551,2
24111,2010,1,184973,2
24112,2010,1,152451,2
24113,2010,1,505313,2
24115,2010,1,356676,2
24116,2010,1,313365,2
24117,2010,1,789394,2
24118,2010,1,393038,2
24120,2010,2,501603,2
24122,2010,2,485747,2
24123,2010,2,344895,2
24125,2010,2,317858,2
24129,2010,E,363416,2
24130,2010,E,536059,2
24135,2011,1,537966,2
24141,2011,2,580310,2
24146,2011,2,563958,2
24151,2011,E,350589,2
24154,2010,1,601365,2
24156,2010,1,807549,2
24157,2010,1,554553,2
24159,2010,1,932127,2
24160,2010,1,304562,2
24162,2010,1,615288,2
24163,2010,1,283611,2
24164,2010,2,291318,2
24169,2010,2,640104,2
24174,2010,E,397270,2
24176,2011,1,168829,2
20883,2000,1,519158,2
24158,2010,1,410802,2
24166,2010,2,834247,2
24168,2010,2,312059,2
24171,2010,2,456438,2
24173,2010,2,456647,2
24189,2011,2,752431,2
24211,2010,2,595931,2
24215,2010,2,896993,2
24221,2011,1,371487,2
24222,2011,1,208614,2
24223,2011,1,484754,2
24227,2011,1,443873,2
24228,2011,1,870165,2
24229,2011,1,302550,2
24233,2011,2,506776,2
24235,2011,2,201979,2
24236,2011,2,509179,2
24240,2011,2,277055,2
24241,2011,2,577620,2
24242,2011,E,370077,2
24245,2010,1,378488,2
24247,2010,1,469786,2
20715,2000,1,284447,2
24314,2010,1,218697,2
24374,2010,1,406648,2
24377,2010,1,314593,2
24385,2010,2,542694,2
24391,2010,1,585535,2
24399,2010,1,755749,2
24400,2010,2,549799,2
24401,2010,2,570593,2
24403,2010,2,432013,2
24406,2010,2,348134,2
24407,2010,2,727249,2
24409,2010,E,582922,2
24411,2011,1,425744,2
24412,2011,1,331102,2
24413,2011,1,332408,2
24415,2011,1,183484,2
24416,2011,1,599014,2
24417,2011,1,418299,2
24419,2011,1,433633,2
24421,2011,2,1001587,2
24425,2011,2,283037,2
24474,2011,1,269427,2
24475,2011,1,455288,2
24477,2011,1,419161,2
24479,2011,1,733780,2
24483,2011,2,485930,2
24485,2011,2,494106,2
24487,2011,2,613930,2
30368,2015,1,196807,2
24454,2011,1,397819,2
24456,2011,1,690730,2
24457,2011,1,561998,2
24458,2011,1,221910,2
24459,2011,1,411768,2
24460,2011,1,640731,2
24461,2011,1,704313,2
24464,2011,2,266162,2
24465,2011,2,723984,2
24466,2011,2,441522,2
24467,2011,2,459572,2
24468,2011,2,649587,2
24471,2011,2,1154299,2
24472,2011,E,359236,2
24473,2011,E,233744,2
24480,2011,1,360777,2
24518,2011,1,609045,2
24521,2011,1,661447,2
24522,2011,1,405525,2
24524,2011,1,475402,2
24525,2011,1,769123,2
24526,2011,2,370416,2
24531,2011,2,341473,2
24532,2011,2,238942,2
24533,2011,2,786521,2
24535,2011,E,204669,2
24537,2011,E,269427,2
24542,2011,1,431491,2
24543,2011,1,602122,2
24544,2011,1,327184,2
24548,2011,2,519340,2
24550,2011,2,662387,2
24551,2011,2,475533,2
24552,2011,2,355318,2
24553,2011,2,159582,2
24589,2011,1,502073,2
24596,2011,2,557767,2
24899,2011,1,706142,2
24994,2012,1,392751,2
25064,2012,1,307096,2
30169,2015,1,338834,2
24555,2011,2,390661,2
24556,2011,2,457247,2
24557,2011,E,422165,2
24566,2011,1,346723,2
24571,2011,2,438596,2
24577,2011,2,750707,2
24580,2011,E,410984,2
24603,2011,3,673802,2
24607,2011,3,468741,2
24625,2011,2,384522,2
24631,2011,2,409626,2
24941,2011,1,603193,2
30170,2015,1,452963,2
24826,2011,1,369215,2
24838,2011,2,413231,2
24840,2011,2,424856,2
24841,2011,2,349205,2
24850,2011,1,378880,2
24869,2011,2,745169,2
24874,2011,1,302263,2
24875,2011,1,375510,2
24876,2011,1,342962,2
24877,2011,1,260728,2
24878,2011,1,780356,2
24879,2011,1,512235,2
24880,2011,1,513202,2
24884,2011,2,750211,2
24893,2011,1,331154,2
24894,2011,1,250828,2
24896,2011,1,354116,2
24897,2011,1,426344,2
24898,2011,1,210965,2
24901,2011,1,165930,2
24903,2011,1,408869,2
24905,2011,1,629525,2
24907,2011,2,705045,2
24908,2011,2,623543,2
24911,2011,2,627984,2
25560,2012,2,332800,2
24847,2011,2,295419,2
24848,2011,E,266998,2
24866,2011,2,424908,2
24883,2011,2,654184,2
24887,2011,2,416392,2
24888,2011,2,490240,2
24889,2011,2,464274,2
24890,2011,2,379063,2
24891,2011,2,636970,2
24904,2011,1,397923,2
24909,2011,2,630962,2
24910,2011,2,292258,2
24913,2011,2,540944,2
24916,2011,2,351713,2
24918,2011,E,198060,2
24920,2011,1,467540,2
24921,2011,1,477597,2
24922,2011,1,562103,2
24923,2011,1,940408,2
24925,2011,1,206811,2
24926,2011,1,318772,2
24927,2011,1,431491,2
24931,2011,2,444526,2
24932,2011,2,457509,2
24934,2011,2,373133,2
24935,2011,2,594338,2
24937,2011,2,261329,2
24938,2011,2,593894,2
24939,2011,E,277342,2
24940,2011,E,223713,2
24943,2011,1,355553,2
24949,2011,1,277708,2
24950,2011,1,317858,2
24951,2011,1,307252,2
24953,2011,2,614296,2
24955,2011,2,470073,2
24957,2011,2,767060,2
24959,2011,2,326139,2
24960,2011,2,252317,2
24995,2012,1,349362,2
24996,2012,1,466887,2
24997,2012,1,208980,2
24998,2012,1,724558,2
24999,2012,1,440633,2
25001,2012,1,522998,2
25003,2012,2,398341,2
25006,2012,2,453695,2
25007,2012,2,596323,2
25009,2012,2,485747,2
25011,2012,2,693629,2
25012,2012,E,433580,2
25013,2012,1,468010,2
25014,2012,1,176431,2
25016,2012,1,273894,2
25023,2012,1,552072,2
25024,2012,1,669518,2
25066,2012,1,188630,2
30174,2015,1,629917,2
25032,2012,2,287112,2
25033,2012,2,610795,2
25034,2012,2,386273,2
25039,2012,1,287817,2
25059,2012,E,361221,2
25089,2012,1,1064359,2
25090,2012,1,320549,2
25092,2012,1,474096,2
25093,2012,1,163030,2
25094,2012,1,414250,2
25095,2012,1,344764,2
25096,2012,1,396121,2
25098,2012,1,570593,2
25100,2012,2,758178,2
25101,2012,2,428643,2
25102,2012,2,680516,2
25103,2012,2,463125,2
25106,2012,2,380369,2
25107,2012,2,509414,2
25226,2012,1,348709,2
25165,2012,2,680829,2
25169,2012,2,427154,2
25228,2012,1,399099,2
25230,2012,1,513907,2
25232,2012,1,787383,2
25235,2012,1,494890,2
25239,2012,1,105169,2
25242,2012,2,464640,2
25244,2012,2,625319,2
25253,2012,1,525531,2
25256,2012,1,502909,2
25259,2012,1,239020,2
25260,2012,1,638276,2
25263,2012,2,500637,2
25264,2012,2,201535,2
25265,2012,2,466338,2
25266,2012,2,349884,2
25267,2012,2,389904,2
25270,2012,2,483448,2
25271,2012,E,114965,2
25272,2012,E,467096,2
25296,2012,1,530495,2
25297,2012,1,458815,2
25298,2012,1,250070,2
25300,2012,1,456856,2
25302,2012,1,403931,2
25303,2012,1,333140,2
25304,2012,1,199393,2
25305,2012,1,421042,2
25306,2012,1,363207,2
25308,2012,1,421303,2
25309,2012,1,317440,2
25310,2012,2,449149,2
25315,2012,2,433293,2
25323,2012,1,524748,2
25324,2012,1,194247,2
25325,2012,1,469577,2
25326,2012,1,276820,2
25327,2012,1,658939,2
25328,2012,1,526341,2
25329,2012,1,414224,2
25349,2012,1,365166,2
28132,2011,1,934478,2
30175,2015,1,373812,2
30176,2015,1,578482,2
30177,2015,1,355396,2
32121,2017,2,669518,2
32125,2017,2,600059,2
25251,2012,2,397976,2
25283,2012,1,581982,2
25288,2012,2,580023,2
25290,2012,2,396748,2
25293,2012,2,348056,2
25294,2012,2,521482,2
25311,2012,2,639007,2
25312,2012,2,827011,2
25316,2012,2,868807,2
25317,2012,2,357016,2
25319,2012,E,403879,2
25321,2012,1,353776,2
25332,2012,2,383321,2
25333,2012,2,658207,2
25334,2012,2,481646,2
25335,2012,2,463778,2
25337,2012,2,457221,2
25338,2012,2,509858,2
25341,2012,2,627096,2
25343,2012,2,307931,2
25345,2012,E,331860,2
25397,2012,2,447739,2
25427,2012,1,350981,2
25428,2012,1,427154,2
25430,2012,1,363076,2
25431,2012,1,425221,2
25432,2012,1,422139,2
25433,2012,1,631876,2
25435,2012,1,678609,2
25438,2012,2,803265,2
25439,2012,2,450508,2
25440,2012,2,660297,2
25441,2012,2,291109,2
25443,2012,2,335073,2
25444,2012,E,438831,2
30178,2015,1,446955,2
25442,2012,2,848065,2
25466,2012,1,460878,2
25471,2012,1,525009,2
25474,2012,1,277551,2
25476,2012,1,376895,2
25481,2012,2,507742,2
25484,2012,2,323030,2
25489,2012,2,422113,2
25490,2012,2,914155,2
25495,2012,1,426057,2
25497,2012,1,818834,2
25501,2012,1,318250,2
25503,2012,1,574067,2
25542,2012,1,382746,2
25545,2012,1,460278,2
25546,2012,1,537339,2
25553,2012,2,653793,2
25555,2012,2,416078,2
25556,2012,2,622968,2
25557,2012,2,396826,2
25559,2012,2,306469,2
25561,2012,2,604526,2
30179,2015,1,302811,2
30928,2016,E,221048,2
25669,2012,2,407380,2
25672,2012,E,345365,2
25699,2010,1,818887,2
25708,2010,2,820428,2
25767,2011,1,402730,2
25768,2011,1,415896,2
25771,2011,1,436558,2
25773,2011,1,212820,2
25775,2011,1,653427,2
25776,2011,2,624588,2
25777,2011,2,680829,2
25779,2011,2,857940,2
25780,2011,2,795298,2
25782,2011,2,447922,2
25783,2011,2,399987,2
25785,2011,E,480183,2
25799,2011,2,189884,2
25802,2011,2,484467,2
25805,2011,2,774087,2
25809,2011,2,443115,2
25811,2011,E,446903,2
26098,2011,1,243670,2
29633,2014,3,344137,2
7705,1988,1,1095654,2
19132,1999,1,324702,2
19594,1999,1,247353,2
19605,1999,2,465528,2
25959,2000,2,521509,2
25963,2000,2,772206,2
19940,1999,1,691801,2
26099,2011,1,480026,2
26100,2011,1,670668,2
26102,2011,1,947722,2
26104,2011,1,334472,2
26105,2011,1,349127,2
26107,2011,1,417593,2
26110,2011,1,354377,2
26112,2011,1,423523,2
26114,2011,2,526890,2
26116,2011,2,209215,2
26118,2011,2,749270,2
26119,2011,2,312189,2
26120,2011,2,400405,2
26121,2011,2,221753,2
26123,2011,2,489770,2
26124,2011,2,362632,2
26126,2011,2,625842,2
26127,2011,3,783491,2
26129,2011,3,590237,2
26131,2011,3,446668,2
26133,2011,3,669127,2
26134,2011,3,294635,2
26135,2011,3,715180,2
26136,2011,3,271282,2
26137,2011,3,294792,2
26138,2011,3,341473,2
26139,2011,E,337737,2
30183,2015,2,559386,2
11406,1989,3,556957,2
19597,1999,1,227997,2
6989,1993,1,564402,2
7800,1988,1,328307,2
14606,1990,1,889731,2
30185,2015,2,648725,2
30186,2015,2,549669,2
32148,2017,1,400927,2
6719,1993,1,311197,2
1941,1992,1,703504,2
28325,1998,1,335229,2
28326,1998,1,281992,2
30102,2015,1,523546,2
8625,1991,2,604186,2
8628,1991,2,470622,2
9801,1991,2,451004,2
10662,1991,2,693969,2
1239,1992,2,937691,2
20991,2000,2,862041,2
28330,1998,2,544653,2
32151,2017,1,292023,2
6994,1993,2,237061,2
24948,2011,1,369110,2
28332,1998,2,471014,2
28334,1998,E,274991,2
29646,2014,1,277525,2
30182,2015,2,630282,2
32152,2017,1,448183,2
6723,1993,2,353907,2
6987,1993,1,329744,2
7001,1993,2,1329920,2
7492,1993,2,222067,2
2871,1994,1,347820,2
2941,1994,1,306816,2
3453,1994,2,873770,2
3459,1994,2,486191,2
13088,1995,2,420336,2
13155,1995,E,361012,2
30192,2015,1,358191,2
32156,2017,1,503771,2
17552,1997,2,418377,2
17692,1997,1,329143,2
18061,1998,2,371174,2
18530,1998,2,416496,2
18805,1998,2,490240,2
18903,1998,2,198766,2
19295,1999,1,341029,2
19603,1999,2,522658,2
19854,1999,1,318589,2
30193,2015,1,391131,2
31374,2016,1,632085,2
32157,2017,1,551523,2
32158,2017,1,441704,2
6616,1993,2,741538,2
20161,1999,2,685976,2
20172,1999,1,457169,2
20722,2000,1,229381,2
20725,2000,2,636160,2
21030,2003,1,832000,2
21052,2003,1,230113,2
21526,2003,1,191869,2
25469,2012,1,298449,2
29658,2014,2,706900,2
30195,2015,1,661316,2
32160,2017,2,555781,2
21142,2003,1,246864,2
21796,2004,2,1009344,2
22166,2009,2,729809,2
22430,2009,2,504189,2
22515,2009,1,544418,2
22517,2009,1,479896,2
22519,2009,1,421512,2
22521,2009,1,635873,2
22522,2009,1,219742,2
22524,2009,1,577149,2
22525,2009,1,484676,2
22526,2009,2,428748,2
22528,2009,2,635820,2
22530,2009,2,464797,2
22531,2009,2,157989,2
22532,2009,2,379559,2
22566,2009,1,112405,2
22781,2009,1,539063,2
23522,2010,1,472503,2
23977,2010,1,561398,2
23992,2010,2,315768,2
24004,2011,1,349884,2
24017,2011,2,375249,2
24070,2010,1,943073,2
24084,2010,2,352522,2
24152,2011,E,227736,2
24153,2010,1,481855,2
25483,2012,2,439458,2
25770,2011,1,414250,2
30197,2015,1,719386,2
11590,1989,2,126616,2
17923,1998,1,565316,2
23903,2011,1,406309,2
24386,2010,2,385881,2
24900,2011,1,529580,2
24912,2011,2,370260,2
24915,2011,2,283376,2
24962,2011,2,695536,2
25018,2012,1,393300,2
25035,2012,2,585012,2
25036,2012,E,409861,2
25097,2012,1,343223,2
25237,2012,1,259527,2
25320,2012,1,458371,2
25344,2012,2,640679,2
25434,2012,1,224183,2
28748,2014,2,971128,2
30198,2015,2,738795,2
30199,2015,2,619781,2
30200,2015,2,335517,2
4247,1994,1,575843,2
4256,1994,2,335308,2
17280,1997,S,155925,2
18832,1998,1,387631,2
20004,1999,1,389224,2
23263,2010,2,448261,2
30202,2015,2,441626,2
3099,2012,1,185731,2
3100,2012,1,518034,2
32166,2017,E,224392,2
17643,1997,E,641776,2
29668,2014,1,348108,2
8942,1991,2,247641,2
11394,1989,2,221858,2
11399,1989,2,386717,2
14060,1990,1,979226,2
14747,1990,1,152216,2
153,1987,1,358217,2
26257,2010,2,355422,2
30205,2015,E,706586,2
30391,2015,1,287582,2
22054,2004,2,1144033,2
32100,2017,2,348970,2
32102,2017,2,657293,2
32104,2017,2,574668,2
32105,2017,2,412656,2
666,1992,1,216790,2
1243,1992,2,758518,2
24484,2011,2,1004016,2
26251,2010,1,482064,2
26252,2010,1,315037,2
29678,2014,2,599745,2
676,1992,2,341029,2
1644,1992,2,181969,2
1652,1992,E,359811,2
1716,1992,1,186854,2
1791,1992,1,209032,2
26254,2010,1,413074,2
26255,2010,1,565473,2
32147,2017,1,330109,2
2368,1992,2,328385,2
26256,2010,2,538828,2
2942,1994,E,303528,2
32149,2017,1,311824,2
21126,2003,2,1078648,2
26258,2010,2,541022,2
26259,2010,2,379742,2
2651,1994,2,541205,2
2934,1994,1,455472,2
3110,2012,2,706795,2
3119,2012,E,425535,2
32153,2017,1,265195,2
24068,2010,1,590341,2
26262,2010,2,411690,2
3446,1994,1,363311,2
3455,1994,2,612258,2
3461,1994,E,354534,2
3464,1994,1,142811,2
3470,1994,1,42971,2
3474,1994,2,657110,2
3524,1994,1,806374,2
3525,1994,1,377339,2
26264,2010,2,587807,2
26265,2010,2,263915,2
29759,2014,1,238184,2
32167,2017,1,272196,2
32168,2017,1,217966,2
26266,2010,2,664973,2
28032,2013,2,629107,2
32169,2017,1,587990,2
32170,2017,1,673593,2
32172,2017,1,364539,2
5136,1994,2,239647,2
5268,1993,2,259762,2
29764,2014,1,381649,2
29766,2014,1,431125,2
32174,2017,1,640862,2
32176,2017,1,375850,2
32177,2017,1,365819,2
32178,2017,1,698984,2
7706,1988,2,376007,2
7802,1988,1,706168,2
7804,1988,1,255974,2
13139,1995,1,346854,2
14865,1990,2,424046,2
32181,2017,2,1112660,2
32182,2017,2,662883,2
8510,1991,1,416758,2
8568,1991,2,231941,2
8575,1991,1,157623,2
8581,1991,1,232673,2
8624,1991,2,227187,2
9148,1991,2,449411,2
8965,1991,2,361744,2
9091,1991,1,231419,2
9097,1991,1,211122,2
9104,1991,2,205375,2
9418,1991,1,386664,2
9426,1991,2,165642,2
9429,1991,2,110994,2
32185,2017,E,336614,2
9690,1991,2,220369,2
9806,1991,2,278256,2
10297,1991,2,568790,2
10373,1991,E,161541,2
10752,1991,2,203546,2
32120,2017,2,1398256,2
10595,1991,1,383791,2
10618,1991,2,218331,2
10649,1991,1,330240,2
10663,1991,2,200020,2
11398,1989,2,306103,2
24527,2011,2,533316,2
30237,2015,2,315246,2
32188,2017,1,520333,2
12805,1995,E,337685,2
13142,1995,1,293851,2
13146,1995,1,185522,2
29637,2014,E,337972,2
30238,2015,2,634697,2
30239,2015,2,713874,2
31614,2016,2,919171,2
32190,2017,1,232751,2
32191,2017,1,569835,2
6315,1993,1,217757,2
13658,1990,2,356571,2
29674,2014,2,987298,2
32195,2017,1,650606,2
30392,2015,1,469447,2
14378,1990,1,604761,2
14795,1990,1,244062,2
14798,1990,1,911125,2
14841,1990,2,232934,2
14853,1990,1,363416,2
15184,1990,2,145685,2
15679,1996,2,318589,2
22083,2004,E,786651,2
31444,2016,1,298240,2
32202,2017,2,1042077,2
16724,1997,2,250488,2
16757,1997,1,219272,2
17102,1997,1,500088,2
17528,1997,1,823954,2
17533,1997,1,551053,2
17628,1997,1,415269,2
17659,1997,2,331886,2
22631,2009,2,1339507,2
23344,2010,2,940617,2
30393,2015,1,466495,2
17729,1997,1,479634,2
17796,1997,2,227265,2
17810,1997,1,896104,2
17886,1998,E,216111,2
17939,1998,3,1111275,2
18039,1998,1,249130,2
18052,1998,2,705384,2
18060,1998,2,102348,2
19523,1999,2,525322,2
20399,2000,2,1226031,2
20886,2000,2,1597858,2
26261,2010,2,353802,2
27054,2013,1,537528,2
29772,2014,2,418873,2
32210,2017,1,373368,2
1826,1992,1,196101,2
19769,1999,2,605780,2
19778,1999,E,463047,2
19822,1999,1,452624,2
19830,1999,2,736313,2
19853,1999,1,668682,2
19857,1999,1,560509,2
20016,1999,2,607556,2
20019,1999,E,467017,2
20038,1999,1,306521,2
20053,1999,E,167602,2
29774,2014,2,303752,2
32213,2017,1,491624,2
1827,1992,1,183641,2
20104,1999,1,356519,2
20190,1999,E,405055,2
20367,2000,2,279406,2
20473,2000,2,647941,2
20506,2000,2,621087,2
20511,2000,2,754442,2
20604,2000,1,723096,2
27103,2013,1,360046,2
29537,2014,2,1040222,2
29775,2014,2,864784,2
31457,2016,1,540029,2
32215,2017,2,1243611,2
32217,2017,2,776359,2
20708,2000,2,244402,2
20729,2000,2,454374,2
20988,2000,1,670407,2
21026,2003,2,422165,2
21027,2003,2,730201,2
21049,2003,1,362867,2
21123,2003,1,349962,2
21175,2003,1,562320,2
21411,2003,1,579709,2
24170,2010,2,455706,2
27344,2013,2,898299,2
29776,2014,2,555860,2
17943,1998,E,398864,2
21250,2003,1,375850,2
21594,2003,2,835840,2
21811,2004,1,468576,2
30394,2015,1,410488,2
31461,2016,1,358269,2
31463,2016,1,350328,2
32221,2017,2,344033,2
21817,2004,2,420600,2
22081,2004,2,471876,2
22127,2009,2,435566,2
22162,2009,2,402730,2
22172,2009,3,494054,2
22183,2009,1,663980,2
22403,2009,1,228519,2
22411,2009,2,169718,2
22416,2009,2,1093799,2
22423,2009,1,255007,2
22429,2009,1,284709,2
22436,2009,2,463935,2
22440,2009,E,236957,2
22454,2009,2,412970,2
22459,2009,E,393247,2
22464,2009,1,335386,2
22481,2009,2,361561,2
22494,2009,1,488673,2
22507,2009,3,747520,2
22520,2009,1,219611,2
22529,2009,2,489927,2
32179,2017,2,1344104,2
22563,2009,1,365113,2
22638,2009,2,394736,2
22783,2009,1,423863,2
22789,2009,1,479164,2
22794,2009,2,314958,2
22868,2009,1,545071,2
22874,2009,2,419500,2
22880,2009,1,342309,2
22889,2009,1,296516,2
22894,2009,2,369398,2
22912,2009,2,315455,2
22917,2009,2,393064,2
32163,2017,2,722887,2
32164,2017,2,782864,2
18888,1998,1,551497,2
23248,2010,1,359314,2
23254,2010,1,273816,2
23260,2010,2,1048686,2
23340,2010,1,325277,2
23346,2010,2,522553,2
23524,2010,1,345051,2
23555,2010,2,447347,2
23612,2010,1,796552,2
23618,2010,1,466442,2
23629,2010,2,281078,2
32186,2017,1,371148,2
32199,2017,2,203964,2
23359,2010,1,445492,2
23503,2010,1,501969,2
23512,2010,2,279432,2
23518,2010,E,415843,2
23534,2010,2,410880,2
23549,2010,2,617770,2
23805,2010,1,220682,2
23810,2010,2,460147,2
23898,2011,1,416967,2
23904,2011,1,105953,2
23912,2011,2,310518,2
23918,2011,2,659566,2
23954,2011,E,209554,2
23961,2011,1,329953,2
23966,2011,2,756010,2
23980,2010,1,315115,2
23988,2010,2,910733,2
23993,2010,2,674194,2
24001,2011,1,424751,2
24007,2011,1,637910,2
24019,2011,2,327053,2
24076,2010,1,219820,2
24109,2010,1,495882,2
24114,2010,1,452493,2
24121,2010,2,582740,2
24127,2010,2,492957,2
24147,2011,2,686681,2
24155,2010,1,243304,2
24161,2010,1,322638,2
24933,2011,2,660976,2
25245,2012,2,314828,2
18833,1998,1,304744,2
22167,2009,3,889365,2
24172,2010,2,176509,2
24217,2010,2,370233,2
24225,2011,1,557871,2
24230,2011,1,589087,2
24237,2011,2,361352,2
24239,2011,2,863478,2
24313,2010,1,401502,2
24397,2010,1,553482,2
24414,2011,1,566126,2
24426,2011,E,433763,2
24455,2011,1,499827,2
24463,2011,1,554475,2
24469,2011,2,332826,2
24482,2011,1,370129,2
24490,2011,2,644415,2
24523,2011,1,316944,2
24541,2011,1,424098,2
24546,2011,1,648333,2
24547,2011,2,611109,2
24558,2011,1,484624,2
24626,2011,2,450011,2
25250,2012,2,651912,2
25551,2012,1,389433,2
25800,2011,2,759745,2
25558,2012,2,615314,2
25766,2011,1,508552,2
25774,2011,1,566805,2
25778,2011,2,564872,2
25960,2000,2,229381,2
26108,2011,1,357616,2
26109,2011,1,324493,2
26111,2011,1,336718,2
26117,2011,2,600424,2
26125,2011,2,590838,2
26132,2011,3,476918,2
26140,2011,E,234136,2
1637,1992,1,462158,2
18839,1998,1,300931,2
22069,2004,1,1266286,2
24178,2011,1,224392,2
24238,2011,2,450325,2
24872,2011,1,426371,2
24873,2011,1,427154,2
24954,2011,2,187690,2
24963,2011,E,493636,2
24993,2012,1,344842,2
25000,2012,1,429819,2
25010,2012,2,476630,2
25019,2012,1,745900,2
25026,2012,2,679993,2
25031,2012,2,449776,2
25088,2012,1,417593,2
25091,2012,1,321280,2
25143,2012,2,529711,2
25249,2012,2,314149,2
25330,2012,1,578456,2
25336,2012,2,290508,2
25342,2012,2,343719,2
25346,2012,E,216555,2
25429,2012,1,595696,2
25436,2012,1,414302,2
25781,2011,2,337189,2
26101,2011,1,186227,2
17875,1998,1,652957,2
18436,1998,1,455027,2
18443,1998,2,359340,2
18804,1998,2,510851,2
21803,2004,2,710184,2
22398,2009,1,341316,2
22484,2009,1,420624,2
22486,2009,1,179331,2
22500,2009,2,487523,2
17874,1998,1,1048712,2
17877,1998,1,1334596,2
17879,1998,2,619755,2
30201,2015,2,950596,2
24450,2011,2,153208,2
26268,2011,1,320313,2
26269,2011,1,287007,2
26270,2011,1,146678,2
26271,2011,1,574224,2
26272,2011,1,346749,2
26273,2011,1,423915,2
26274,2011,1,287321,2
26275,2011,1,418691,2
26276,2011,1,692767,2
26277,2011,1,409496,2
26278,2011,1,255582,2
26279,2011,1,619833,2
26280,2011,2,590080,2
26282,2011,2,628820,2
26283,2011,2,447321,2
26284,2011,2,416549,2
26285,2011,2,344633,2
26286,2011,2,605623,2
26287,2011,2,336091,2
26288,2011,2,1066971,2
26289,2011,E,318511,2
26290,2011,E,330815,2
26312,1998,2,512575,2
26334,1998,1,610351,2
26346,1998,2,299703,2
26347,1998,E,470596,2
26354,1998,1,644389,2
26356,1998,2,450403,2
26384,1997,2,630857,2
28489,1995,1,435383,2
28491,1995,1,210129,2
26337,1998,1,1162344,2
26345,1998,2,854648,2
26379,1997,1,589819,2
26382,1997,1,806348,2
28493,1995,1,403775,2
26679,1991,2,219402,2
26681,1991,2,560875,2
26703,1991,1,454243,2
26715,1991,2,601835,2
31587,2016,1,547657,2
32162,2017,2,756846,2
26727,1990,1,138344,2
26757,1990,1,500820,2
26758,1990,1,412839,2
26759,1990,1,998949,2
26760,1990,1,218488,2
26761,1990,1,239517,2
26762,1990,1,253440,2
26763,1990,1,720144,2
26764,1990,1,870348,2
26765,1990,1,235207,2
26766,1990,1,221100,2
26773,1989,1,142994,2
26798,1986,1,435304,2
10954,2003,1,440947,2
28500,1995,2,557479,2
28959,2014,E,374126,2
30375,2015,1,223138,2
30376,2015,1,490867,2
30377,2015,1,896287,2
30378,2015,2,375406,2
32101,2017,2,1461081,2
32173,2017,1,561711,2
21022,2003,2,1258136,2
28776,2014,2,1116813,2
28922,2014,1,566021,2
28923,2014,1,532297,2
28924,2014,1,844121,2
28925,2014,1,383033,2
28926,2014,1,209293,2
28927,2014,1,547291,2
28928,2014,1,550269,2
28929,2014,1,229590,2
28930,2014,1,560588,2
28934,2014,2,960444,2
28935,2014,2,506149,2
28936,2014,2,353071,2
28937,2014,2,623621,2
28938,2014,E,353907,2
28939,2014,E,249783,2
29005,2014,1,1077577,2
29006,2014,1,371435,2
29009,2014,1,389773,2
29011,2014,1,734929,2
32103,2017,2,981029,2
24581,2011,1,364460,2
18830,1998,1,426736,2
24528,2011,2,759040,2
26886,2013,1,521352,2
26887,2013,1,465580,2
26888,2013,1,441182,2
26889,2013,1,341447,2
26890,2013,1,543530,2
26891,2013,1,351608,2
26892,2013,1,709956,2
26893,2013,1,190720,2
26894,2013,1,264568,2
26895,2013,1,373107,2
26896,2013,1,418038,2
26897,2013,1,747207,2
26898,2013,2,356362,2
26899,2013,2,910289,2
26900,2013,2,471432,2
26901,2013,2,481437,2
