id,year,set,duration,cluster
8156,1988,1,345156,4
8173,1988,3,295732,4
13090,1995,2,209319,4
13115,1995,2,361456,4
13152,1995,2,178312,4
13162,1995,1,317309,4
13218,1995,1,331494,4
13457,1995,1,495543,4
4647,1994,1,891063,4
13170,1995,2,405838,4
13187,1995,1,861597,4
13191,1995,2,230034,4
13990,1990,1,359758,4
18639,1998,1,248581,4
18687,1998,1,240091,4
32356,2017,1,860578,4
13452,1995,1,159033,4
13453,1995,1,595566,4
13454,1995,1,366289,4
13491,1995,2,170815,4
14101,1990,1,391079,4
18632,1998,E,350198,4
5969,1993,2,306077,4
12972,1995,1,117969,4
13171,1995,2,290168,4
13585,1990,1,251533,4
13586,1990,1,413336,4
13587,1990,1,458083,4
13591,1990,1,413309,4
13593,1990,2,220291,4
13596,1990,2,860160,4
13597,1990,2,143386,4
13602,1990,E,194586,4
13631,1990,2,346958,4
32360,2017,1,352313,4
9181,1991,2,656640,4
13600,1990,2,805512,4
13638,1990,2,167210,4
13639,1990,2,141453,4
13641,1990,2,375876,4
13663,1990,1,311536,4
13665,1990,1,395363,4
13666,1990,1,881032,4
13667,1990,1,335935,4
13672,1990,2,234553,4
13678,1990,2,339540,4
13684,1990,E,139677,4
13707,1990,1,486165,4
13708,1990,1,243670,4
13709,1990,1,438073,4
13710,1990,1,328020,4
13711,1990,1,768993,4
13713,1990,1,280424,4
13714,1990,1,335752,4
13715,1990,1,498129,4
13717,1990,1,267363,4
13718,1990,1,104542,4
13720,1990,1,885055,4
13723,1990,1,354011,4
13724,1990,1,321384,4
13755,1990,2,234188,4
13795,1990,1,404297,4
13796,1990,1,435461,4
13797,1990,1,701701,4
13817,1990,1,373264,4
13838,1990,2,331833,4
30243,2015,1,354847,4
13758,1990,2,136255,4
13763,1990,1,107154,4
13764,1990,1,308872,4
13765,1990,1,824921,4
13767,1990,1,417123,4
13769,1990,1,356859,4
13770,1990,1,122149,4
13772,1990,2,513802,4
13774,1990,2,452598,4
13775,1990,2,506149,4
13777,1990,E,950988,4
13778,1990,1,918439,4
13783,1990,1,275304,4
13784,1990,1,594887,4
13785,1990,2,289541,4
13787,1990,2,464013,4
13790,1990,2,496457,4
13792,1990,2,684565,4
13794,1990,E,528405,4
13799,1990,1,221518,4
13800,1990,1,924395,4
13801,1990,1,286694,4
13804,1990,2,407771,4
13805,1990,2,348839,4
13810,1990,E,414276,4
13811,1990,1,274704,4
13827,1990,1,215406,4
13828,1990,1,382119,4
13836,1990,2,389407,4
13837,1990,2,105300,4
13846,1990,1,280999,4
13847,1990,1,728424,4
13848,1990,1,523442,4
13849,1990,1,438282,4
13852,1990,1,283141,4
13854,1990,2,106266,4
13887,1990,1,719386,4
7152,1993,1,140904,4
13888,1990,1,281313,4
13889,1990,1,954619,4
13890,1990,1,452415,4
13891,1990,2,556643,4
13900,1990,1,128209,4
13909,1990,1,171598,4
13911,1990,1,486975,4
13918,1990,2,850155,4
13919,1990,E,497241,4
13961,1990,1,340245,4
13972,1990,2,450743,4
13979,1990,1,219533,4
13980,1990,1,593633,4
13984,1990,1,168438,4
13988,1990,1,617117,4
13992,1990,1,282488,4
13993,1990,1,199367,4
13994,1990,1,181551,4
13997,1990,1,153443,4
14000,1990,1,562024,4
14001,1990,1,539925,4
14026,1990,1,439562,4
14027,1990,1,421930,4
14028,1990,1,352183,4
14029,1990,1,236878,4
14031,1990,1,324362,4
14032,1990,1,112144,4
14033,1990,1,310518,4
14036,1990,1,1128098,4
14038,1990,2,411481,4
14042,1990,2,732134,4
14043,1990,2,629447,4
14044,1990,2,561528,4
14049,1990,2,271412,4
8394,1988,3,290717,4
14006,1990,2,218175,4
14008,1990,2,207177,4
14009,1990,2,415974,4
14010,1990,2,519784,4
14013,1990,2,439171,4
14017,1990,1,557270,4
14018,1990,1,216607,4
14019,1990,1,244767,4
14020,1990,1,131736,4
14021,1990,1,121940,4
14022,1990,1,766041,4
14024,1990,1,618214,4
14025,1990,1,676180,4
14039,1990,2,388624,4
14045,1990,2,413962,4
14068,1990,2,598883,4
14073,1990,1,408033,4
14074,1990,1,427024,4
14075,1990,1,683024,4
14077,1990,1,105927,4
14078,1990,1,319112,4
14080,1990,1,612963,4
14081,1990,1,260023,4
14082,1990,2,699481,4
14083,1990,2,314018,4
14084,1990,2,490031,4
14085,1990,2,383033,4
14087,1990,2,600033,4
14088,1990,2,314018,4
14089,1990,2,299024,4
14091,1990,2,139990,4
14093,1990,2,190015,4
14094,1990,2,381022,4
14095,1990,E,281522,4
14098,1990,1,310648,4
14100,1990,1,696816,4
14104,1990,1,105587,4
14113,1990,2,700682,4
14116,1990,2,58540,4
14119,1990,E,565211,4
14123,1990,1,97280,4
14124,1990,1,359889,4
14125,1990,1,344372,4
14146,1990,1,711576,4
14148,1990,1,100258,4
14149,1990,1,348186,4
14150,1990,1,430472,4
14151,1990,1,146103,4
14153,1990,1,443089,4
14154,1990,1,62851,4
14156,1990,1,213107,4
14157,1990,1,233979,4
14158,1990,1,350041,4
14160,1990,1,265221,4
14161,1990,1,691984,4
14178,1990,2,337371,4
14180,1990,2,1048451,4
11113,1989,1,326922,4
14128,1990,1,309368,4
14129,1990,1,494524,4
14130,1990,1,566622,4
14131,1990,1,359602,4
14133,1990,1,385620,4
14136,1990,2,375066,4
14143,1990,2,957127,4
14189,1990,1,349283,4
14195,1990,2,252682,4
14203,1990,1,663040,4
14204,1990,1,387814,4
14208,1990,1,512470,4
14209,1990,1,264072,4
14211,1990,1,208039,4
14214,1990,1,358269,4
14215,1990,1,134949,4
14216,1990,1,344633,4
14218,1990,2,154593,4
14219,1990,E,274651,4
14259,1990,1,558733,4
14262,1990,1,148062,4
14264,1990,1,607373,4
14265,1990,2,403722,4
14266,1990,2,234501,4
14270,1990,2,106057,4
14279,1990,1,741799,4
14283,1990,1,414041,4
14290,1990,1,257202,4
14295,1990,1,423236,4
14296,1990,1,510616,4
14311,1990,1,261747,4
14538,1990,1,149577,4
32366,2017,2,1244317,4
11788,1989,2,687726,4
14268,1990,2,583889,4
14326,1990,1,410619,4
14328,1990,1,386926,4
14329,1990,1,211200,4
14330,1990,1,230713,4
14331,1990,1,454269,4
14332,1990,1,251376,4
14333,1990,1,779102,4
14334,1990,1,145998,4
14338,1990,2,150962,4
14340,1990,2,526838,4
14341,1990,2,235833,4
14342,1990,2,741904,4
14348,1990,E,312398,4
14359,1990,1,220473,4
14361,1990,1,584020,4
14362,1990,1,438648,4
14370,1990,1,246491,4
14371,1990,1,439014,4
14372,1990,1,237140,4
14376,1990,1,309342,4
14377,1990,1,1082671,4
14380,1990,2,304405,4
14383,1990,2,343327,4
14384,1990,2,346645,4
14386,1990,2,252212,4
14387,1990,2,322743,4
14388,1990,2,611004,4
14389,1990,2,384235,4
14390,1990,E,419892,4
14395,1990,1,202789,4
14396,1990,1,102713,4
14397,1990,1,358139,4
14398,1990,1,291944,4
14402,1990,2,381910,4
14406,1990,2,641829,4
14407,1990,2,276010,4
14414,1990,1,187664,4
14416,1990,1,677433,4
14417,1990,1,267207,4
14418,1990,1,696581,4
14420,1990,1,100859,4
14421,1990,1,419135,4
14422,1990,1,284552,4
14423,1990,2,489691,4
14426,1990,2,566100,4
14428,1990,2,138632,4
14429,1990,2,271491,4
14430,1990,2,323971,4
14431,1990,2,273685,4
14432,1990,2,654080,4
14434,1990,2,400405,4
14441,1990,1,434651,4
14450,1990,2,240039,4
14452,1990,2,299598,4
14474,1990,1,353567,4
14475,1990,1,271569,4
14479,1990,1,390844,4
14482,1990,1,317179,4
14483,1990,1,714867,4
14484,1990,1,152320,4
14485,1990,1,534100,4
14488,1990,2,424699,4
14489,1990,2,218070,4
14490,1990,2,242599,4
14491,1990,2,130586,4
14492,1990,2,617744,4
14494,1990,2,314906,4
14499,1990,E,281208,4
14501,1990,1,75259,4
14502,1990,1,502622,4
14503,1990,1,325120,4
14504,1990,1,684304,4
14507,1990,1,311014,4
14508,1990,2,140878,4
14509,1990,2,215353,4
14512,1990,2,254224,4
14513,1990,2,762384,4
14515,1990,2,363128,4
14516,1990,2,137691,4
14518,1990,E,181029,4
14525,1990,1,249522,4
14526,1990,1,93362,4
14529,1990,2,523886,4
14530,1990,2,128313,4
14531,1990,2,411011,4
14532,1990,2,640000,4
14534,1990,2,365688,4
14608,1990,1,200229,4
6701,1993,2,127791,4
13592,1990,1,869355,4
14476,1990,1,394501,4
14612,1990,1,679758,4
14614,1990,1,367047,4
14624,1990,1,237140,4
14650,1990,1,235311,4
18465,1998,2,99866,4
32370,2017,3,506854,4
14808,1990,1,525218,4
14813,1990,1,217156,4
14816,1990,1,109636,4
14824,1990,2,329691,4
14838,1990,1,270420,4
18470,1998,3,1496085,4
20448,2000,1,685009,4
32371,2017,3,300539,4
14812,1990,1,424620,4
14890,1990,E,399882,4
14914,1990,1,431595,4
14922,1990,1,97620,4
14937,1990,1,265143,4
14944,1990,2,333479,4
14962,1990,1,614713,4
14963,1990,1,499853,4
14966,1990,1,109061,4
14970,1990,2,206655,4
14988,1990,1,298266,4
15077,1990,2,104568,4
14973,1990,2,530651,4
14976,1990,2,103445,4
14980,1990,2,159765,4
14982,1990,E,277734,4
15009,1990,1,741642,4
15012,1990,1,149316,4
15015,1990,1,278073,4
15016,1990,1,127608,4
15018,1990,2,343562,4
15021,1990,2,161515,4
15024,1990,2,586893,4
15027,1990,E,228624,4
15038,1990,1,368718,4
15080,1990,2,1176346,4
15081,1990,E,387918,4
15092,1990,1,240823,4
15094,1990,1,374491,4
15098,1990,1,145633,4
15100,1990,2,313887,4
15102,1990,2,764343,4
15116,1990,1,144901,4
15118,1990,1,609280,4
15122,1990,2,332643,4
15123,1990,2,1042991,4
15127,1990,2,758361,4
32365,2017,2,405943,4
32374,2017,E,397453,4
15214,1990,1,674691,4
15219,1990,2,786390,4
15220,1990,2,313835,4
15226,1990,2,185104,4
15234,1990,1,149211,4
15254,1990,E,93962,4
15293,1990,1,456359,4
15295,1990,1,246909,4
15296,1990,1,686968,4
15304,1990,2,545620,4
15308,1990,2,107964,4
15310,1990,2,905143,4
32354,2017,1,372976,4
15300,1990,1,521874,4
15321,1990,1,169012,4
15324,1990,1,107964,4
15382,1996,1,861205,4
15384,1996,1,551001,4
32362,2017,2,840150,4
10160,1991,2,438779,4
15394,1996,2,215876,4
15486,1996,2,113894,4
15496,1996,1,609776,4
31780,2016,1,221048,4
32361,2017,2,522136,4
32372,2017,3,387187,4
12929,1995,1,513959,4
15582,1996,1,319321,4
15583,1996,1,760451,4
15588,1996,1,251951,4
15591,1996,1,361064,4
15601,1996,1,550322,4
15617,1996,2,267494,4
15619,1996,2,613381,4
15627,1996,1,828056,4
15629,1996,1,632216,4
15630,1996,1,587964,4
15631,1996,1,514429,4
15635,1996,1,248790,4
15636,1996,2,492878,4
15637,1996,2,417672,4
15643,1996,2,641776,4
15644,1996,2,381153,4
15647,1996,3,399673,4
15656,1996,1,648542,4
15666,1996,1,396617,4
15676,1996,2,524539,4
18910,1998,S,209215,4
12930,1995,1,208170,4
12932,1995,1,387213,4
15691,1996,1,194638,4
15692,1996,1,651468,4
15694,1996,1,445832,4
15697,1996,1,694779,4
15709,1996,1,58384,4
15719,1996,2,202527,4
15758,1996,1,939442,4
15766,1996,1,626181,4
15792,1996,1,332121,4
15859,1996,1,530051,4
15861,1996,1,548310,4
15865,1996,2,802064,4
15869,1996,2,307043,4
32317,2017,2,813120,4
15876,1996,2,368039,4
15879,1996,3,388389,4
15916,1996,1,306390,4
15924,1996,2,455079,4
15928,1996,2,424986,4
15930,1996,2,557558,4
32313,2017,2,1450920,4
9554,1991,2,1040849,4
16088,1996,1,502544,4
16089,1996,1,544679,4
16100,1996,2,580963,4
16101,1996,2,331729,4
16102,1996,2,435383,4
16105,1996,2,913319,4
16064,1996,2,168986,4
16071,1996,1,304666,4
16162,1996,1,309290,4
28179,2009,1,163474,4
16193,1996,2,369024,4
16280,1996,1,299442,4
16293,1996,2,111125,4
16409,1996,1,1258136,4
32311,2017,1,639912,4
16373,1996,2,332669,4
16397,1996,2,293982,4
16405,1996,1,147435,4
16407,1996,1,546664,4
16415,1996,2,984242,4
16416,1996,2,393143,4
16420,1996,2,901381,4
16425,1996,1,452467,4
16426,1996,1,225306,4
16427,1996,1,259971,4
16429,1996,1,293224,4
16432,1996,1,351373,4
16439,1996,2,459311,4
16440,1996,2,206341,4
16441,1996,2,759928,4
18909,1998,S,345992,4
18912,1998,S,162717,4
32319,2017,E,641208,4
12524,1995,1,718393,4
14347,1990,2,668735,4
16502,1996,2,57234,4
16509,1996,3,416313,4
16597,1997,1,225228,4
16661,1997,E,311223,4
16666,1997,1,233169,4
16668,1997,1,412552,4
16670,1997,1,204356,4
16677,1997,2,344346,4
32355,2017,1,1013316,4
32357,2017,1,154567,4
7366,1993,1,804859,4
16638,1997,2,606171,4
16640,1997,2,184790,4
16715,1997,1,338913,4
16717,1997,1,351974,4
16801,1997,1,167158,4
19007,1998,1,257750,4
16803,1997,1,316108,4
16811,1997,2,810815,4
16815,1997,2,111830,4
16822,1997,1,305293,4
16829,1997,2,681953,4
16841,1997,1,170710,4
16856,1997,E,396878,4
16930,1997,2,495882,4
16933,1997,2,50834,4
16935,1997,2,316082,4
16942,1997,1,310230,4
16949,1997,1,478537,4
16951,1997,2,644258,4
16956,1997,2,291762,4
16957,1997,2,232542,4
16958,1997,2,306129,4
16960,1997,2,648829,4
17018,1997,1,406805,4
31219,2016,1,622968,4
16976,1997,1,390087,4
16983,1997,2,215510,4
16990,1997,E,369554,4
17000,1997,1,708571,4
17001,1997,1,152059,4
17003,1997,2,606903,4
17071,1997,2,934139,4
17079,1997,1,256549,4
17083,1997,1,184163,4
17129,1997,2,286798,4
12654,1995,2,1323964,4
17097,1997,2,374700,4
17130,1997,2,131422,4
17133,1997,2,567902,4
17134,1997,2,258090,4
17135,1997,2,409417,4
17136,1997,2,226116,4
17137,1997,2,326139,4
17141,1997,2,520124,4
17142,1997,2,296464,4
17305,1997,1,372454,4
17306,1997,1,664973,4
17307,1997,1,226743,4
17315,1997,E,685453,4
17316,1997,1,363468,4
17319,1997,1,901381,4
17320,1997,1,269479,4
17322,1997,1,81006,4
17323,1997,1,344242,4
17331,1997,2,366393,4
17335,1997,2,284970,4
17349,1997,2,174263,4
17366,1997,1,166452,4
17368,1997,1,660506,4
17373,1997,2,168437,4
17376,1997,2,645068,4
17417,1997,1,229538,4
32353,2017,1,381832,4
15882,1996,3,200046,4
17363,1997,1,998687,4
17365,1997,1,1462204,4
17383,1997,E,402730,4
17409,1997,E,293407,4
17466,1997,1,228101,4
17468,1997,1,192470,4
17579,1997,1,822413,4
17582,1997,1,577750,4
17583,1997,1,166269,4
17585,1997,2,746136,4
17587,1997,2,1119399,4
17683,1997,E,226116,4
6794,1993,1,406491,4
17792,1997,1,239804,4
17851,1997,2,384967,4
18380,1998,1,611056,4
29521,2014,2,1097509,4
31801,2016,3,284996,4
7665,1993,1,669205,4
17332,1997,2,626991,4
17911,1998,1,338129,4
17947,1998,1,278256,4
17950,1998,1,356650,4
17955,1998,2,1441175,4
18009,1998,1,606851,4
18010,1998,1,177058,4
18016,1998,2,962351,4
18019,1998,E,1007543,4
18059,1998,2,69590,4
18062,1998,E,212950,4
4008,1994,1,559047,4
17334,1997,2,695092,4
18102,1998,1,166269,4
18103,1998,1,344372,4
18104,1998,1,932127,4
18105,1998,1,318433,4
18124,1998,1,300957,4
18125,1998,2,218462,4
18136,1998,E,218279,4
18137,1998,E,510616,4
19011,1998,2,619154,4
3401,1994,1,113241,4
7368,1993,1,135680,4
7657,1993,1,742139,4
7670,1993,2,284996,4
18271,1998,2,294269,4
18291,1998,1,393117,4
18298,1998,1,183589,4
18307,1998,2,220134,4
18308,1998,2,242390,4
18378,1998,1,330031,4
18382,1998,1,341473,4
18387,1998,2,411977,4
18390,1998,2,930717,4
18541,1998,1,490501,4
7233,1993,1,471615,4
7373,1993,1,232699,4
18375,1998,1,367804,4
18377,1998,S,586031,4
18384,1998,1,413858,4
18385,1998,2,359053,4
18469,1998,3,329639,4
18471,1998,3,202841,4
18476,1998,E,249757,4
18477,1998,E,543112,4
18479,1998,1,228389,4
18481,1998,1,363128,4
18483,1998,1,198348,4
18485,1998,1,522083,4
18486,1998,1,411141,4
18495,1998,2,338312,4
18505,1998,3,221727,4
18516,1998,S,284682,4
18523,1998,1,309159,4
18488,1998,1,636238,4
18490,1998,1,925362,4
18502,1998,3,474175,4
18509,1998,S,1313306,4
18514,1998,S,241162,4
18539,1998,1,130821,4
18540,1998,1,113502,4
18547,1998,1,464353,4
18560,1998,1,163318,4
18566,1998,1,265352,4
18567,1998,1,309760,4
18611,1998,1,527882,4
18612,1998,1,431491,4
18617,1998,1,345443,4
18619,1998,2,215040,4
18627,1998,2,417254,4
18688,1998,1,236931,4
18696,1998,2,917002,4
7669,1993,2,135758,4
18622,1998,2,430838,4
18628,1998,2,543765,4
18631,1998,3,490789,4
18669,1998,1,454896,4
18671,1998,1,328882,4
18677,1998,2,656614,4
18690,1998,1,650919,4
18697,1998,2,837120,4
18827,1998,E,201874,4
19256,1999,1,272901,4
31675,2016,1,180288,4
18857,1998,1,200176,4
18913,1998,S,117081,4
18911,1998,S,250096,4
18917,1998,S,111935,4
19004,1998,1,267520,4
19005,1998,1,249887,4
19008,1998,1,638824,4
19014,1998,2,387291,4
19016,1998,E,985522,4
19047,1999,E,307853,4
19068,1999,1,199732,4
7266,1993,1,1170939,4
9842,1991,1,80013,4
19119,1999,1,632842,4
19125,1999,2,541231,4
19126,1999,2,389669,4
19128,1999,2,259762,4
19129,1999,2,896340,4
3612,1994,1,697391,4
4993,1994,1,931736,4
19255,1999,1,278648,4
19261,1999,2,619860,4
19264,1999,2,503719,4
19266,1999,2,141453,4
19311,1999,1,404428,4
19318,1999,2,394397,4
19326,1999,1,113685,4
19351,1999,1,375275,4
19386,1999,1,191922,4
19316,1999,2,450821,4
19332,1999,1,1004042,4
19336,1999,2,336091,4
19338,1999,2,527595,4
19346,1999,1,537365,4
19347,1999,1,454661,4
19352,1999,1,631458,4
19357,1999,2,427494,4
19358,1999,2,405838,4
19360,1999,2,588382,4
19363,1999,E,386534,4
13633,1990,2,508578,4
19538,1999,1,287974,4
19554,1999,1,901094,4
19555,1999,1,192679,4
19556,1999,1,746475,4
19592,1999,1,523729,4
19618,1999,1,302759,4
18626,1998,2,282854,4
19657,1999,1,461897,4
19669,1999,1,190433,4
19676,1999,1,169639,4
7378,1993,2,684121,4
19812,1999,2,637283,4
19875,1999,1,510589,4
19879,1999,1,350302,4
19880,1999,1,587651,4
19881,1999,1,298136,4
19892,1999,E,444761,4
19006,1998,1,676780,4
19988,1999,E,465528,4
20076,1999,1,538227,4
29562,2014,2,249391,4
15023,1990,2,1062870,4
1975,1992,2,328020,4
20235,2000,1,763167,4
20236,2000,1,500297,4
20237,2000,1,192784,4
20239,2000,1,535850,4
20241,2000,2,309029,4
20242,2000,2,704967,4
20248,2000,2,287295,4
20249,2000,2,231941,4
20250,2000,2,412108,4
20251,2000,E,415112,4
20284,2000,1,564924,4
20290,2000,1,466991,4
20309,2000,1,711158,4
20310,2000,1,262766,4
20318,2000,2,265091,4
20319,2000,2,567902,4
20341,2000,1,392385,4
20342,2000,1,339905,4
20343,2000,1,404323,4
14405,1990,2,719778,4
20299,2000,2,128313,4
20300,2000,2,218122,4
20346,2000,1,694073,4
20349,2000,2,405943,4
20355,2000,E,298266,4
20439,2000,2,429349,4
20453,2000,1,468402,4
20455,2000,1,192157,4
20460,2000,2,316578,4
20470,2000,1,148820,4
7918,1988,1,887667,4
20552,2000,1,539820,4
20559,2000,2,919510,4
20561,2000,2,424411,4
20563,2000,2,453068,4
20567,2000,E,276062,4
20570,2000,1,398420,4
20573,2000,1,309760,4
20574,2000,1,399856,4
20575,2000,1,329718,4
20582,2000,E,227840,4
20558,2000,2,743758,4
20623,2000,1,881737,4
20624,2000,1,431256,4
20626,2000,1,444709,4
20627,2000,1,537130,4
20628,2000,1,828578,4
20630,2000,1,437734,4
20632,2000,2,502648,4
20634,2000,2,519811,4
20635,2000,2,443847,4
20638,2000,E,219611,4
20650,2000,2,303621,4
20652,2000,2,577933,4
20655,2000,E,176039,4
20656,2000,E,229042,4
20710,2000,2,573388,4
20793,2000,1,345443,4
20795,2000,1,497241,4
20796,2000,1,551706,4
20798,2000,2,518583,4
20804,2000,E,518949,4
20867,2000,1,272013,4
20868,2000,1,548650,4
20880,2000,1,517695,4
20894,2000,E,561006,4
31238,2016,1,256032,4
20906,2000,2,287582,4
20916,2000,1,392934,4
20927,2000,1,685610,4
20931,2000,1,184790,4
20940,2000,2,610586,4
20944,2000,1,311719,4
20947,2000,1,429688,4
20950,2000,1,728451,4
20952,2000,1,641437,4
20955,2000,2,862851,4
20956,2000,2,845897,4
20957,2000,2,593032,4
31254,2016,2,1304592,4
21077,2003,2,295811,4
7514,1993,2,349910,4
14969,1990,1,583445,4
21229,2003,2,196824,4
21239,2003,3,102432,4
21240,2003,3,145440,4
21264,2003,1,240170,4
32382,1988,2,516885,4
9357,1991,2,255896,4
14929,1990,2,411507,4
21428,2003,1,768601,4
21432,2003,1,311066,4
21435,2003,2,430184,4
21446,2003,1,139442,4
21448,2003,1,522841,4
21449,2003,1,641123,4
21455,2003,2,751412,4
30364,2015,E,302681,4
21512,2003,2,241554,4
21601,2003,E,525453,4
21631,2003,2,446642,4
21639,2003,1,514194,4
21641,2003,1,470335,4
21647,2003,2,447138,4
21655,2003,2,827141,4
21658,2003,1,247667,4
21670,2003,E,341159,4
21690,2003,1,305789,4
21691,2003,1,639530,4
21693,2003,1,382354,4
21695,2003,1,318955,4
21696,2003,1,551941,4
10635,1991,2,511269,4
21775,2003,2,215406,4
6904,1993,2,498808,4
21952,2004,1,514194,4
21953,2004,1,327654,4
21954,2004,1,479269,4
21958,2004,1,882756,4
22047,2004,1,327001,4
22051,2004,1,511687,4
22053,2004,1,610168,4
22044,2004,1,560300,4
22045,2004,1,151667,4
22046,2004,1,673411,4
22052,2004,1,773721,4
22059,2004,3,404611,4
22064,2004,3,296829,4
22146,2009,1,260989,4
21764,2003,1,295654,4
22151,2009,1,178024,4
21768,2003,1,187455,4
22275,2009,1,765127,4
22278,2009,2,593267,4
22284,2009,2,408111,4
22646,2009,1,341995,4
22650,2009,1,689894,4
22653,2009,1,467540,4
22658,2009,2,810188,4
22662,2009,2,1049548,4
22698,2009,1,280503,4
22704,2009,1,871367,4
22719,2009,1,79047,4
22666,2009,E,282645,4
22805,2009,1,170841,4
22913,2009,2,472398,4
28259,1999,1,416026,4
23057,2009,1,206472,4
25171,2012,2,279589,4
25200,2012,E,348761,4
20569,2000,1,545750,4
21674,2003,1,278021,4
23134,2009,E,336771,4
23232,2010,1,298292,4
23262,2010,2,534047,4
23264,2010,2,261512,4
25214,2012,1,428382,4
30885,2016,1,184477,4
30890,2016,1,318563,4
21689,2003,1,343876,4
23559,2010,E,452493,4
23578,2010,2,362710,4
28267,1999,1,615131,4
30892,2016,1,372010,4
23768,2010,2,292049,4
23780,2010,3,57678,4
20234,2000,1,523677,4
30900,2016,2,277603,4
20240,2000,1,725525,4
24102,2011,2,367778,4
30902,2016,2,261669,4
30903,2016,2,119092,4
30904,2016,2,277211,4
20866,2000,1,374909,4
24279,2010,2,426371,4
24308,2010,1,272823,4
24272,2010,1,183536,4
24315,2010,1,730149,4
24324,2010,2,1121437,4
24325,2010,E,434704,4
24331,2010,1,306887,4
24335,2010,1,229277,4
30907,2016,E,376555,4
3083,2000,1,361273,4
24856,2011,1,338338,4
24857,2011,1,656222,4
24859,2011,1,246596,4
28285,1999,2,614583,4
28287,1999,2,681404,4
28288,1999,2,717871,4
25193,2012,2,354403,4
25111,2012,1,232385,4
25112,2012,1,184189,4
25115,2012,1,256392,4
25116,2012,1,663014,4
25119,2012,1,180297,4
25120,2012,1,400300,4
25126,2012,2,334707,4
25141,2012,1,1190374,4
25180,2012,1,214648,4
25187,2012,1,398864,4
25185,2012,1,383556,4
25196,2012,2,292415,4
25231,2012,1,358766,4
25248,2012,2,587755,4
18496,1998,2,454269,4
25286,2012,2,455445,4
28292,1999,1,589531,4
28293,1999,1,362736,4
25422,2012,2,177476,4
25487,2012,2,72046,4
25519,2012,1,367882,4
25532,2012,2,624065,4
10699,1991,1,582348,4
25611,2012,E,372088,4
25637,2012,1,269662,4
25640,2012,1,1149962,4
25641,2012,1,627853,4
25645,2012,2,591569,4
25647,2012,2,358557,4
25667,2012,2,77166,4
25704,2010,1,228415,4
28294,1999,1,337162,4
14344,1990,2,742374,4
18503,1998,3,444865,4
25714,2010,2,271438,4
25717,2010,2,1159471,4
25772,2011,1,367020,4
25818,2012,1,313574,4
25877,2004,1,451631,4
25878,2004,1,233300,4
25885,2004,2,667638,4
25890,2004,2,334446,4
25894,2000,1,179487,4
25936,2000,1,546116,4
25939,2000,1,971233,4
25948,2000,E,421904,4
25968,2000,1,255582,4
25982,2000,2,265326,4
25990,2000,1,301819,4
25994,2000,1,130116,4
26767,1989,1,604421,4
13598,1990,2,546325,4
28300,1999,1,532167,4
10818,1991,2,481672,4
11114,1989,1,637962,4
11123,1989,2,416157,4
11184,1989,1,234214,4
11277,1989,1,681195,4
11302,1989,1,321541,4
11305,1989,1,816274,4
11487,1989,1,358870,4
11600,1989,1,371331,4
11612,1989,1,358165,4
11679,1989,1,538462,4
19607,1999,2,1194867,4
19667,1999,E,376085,4
26142,2011,4,563487,4
30940,2016,1,662021,4
6103,1993,1,526054,4
62,1986,1,415739,4
72,1986,1,55118,4
7907,1988,1,182204,4
8383,1988,1,373525,4
11085,1989,1,519367,4
11357,1989,1,511974,4
11730,1989,1,326243,4
11739,1989,2,142028,4
11895,1989,1,133956,4
11915,1989,1,253153,4
13669,1990,1,370704,4
13802,1990,2,790282,4
13809,1990,E,137900,4
13985,1990,1,383138,4
14012,1990,2,434651,4
14046,1990,2,333558,4
14110,1990,2,228467,4
14177,1990,2,104176,4
14217,1990,2,168542,4
14275,1990,2,244637,4
14382,1990,2,105587,4
14415,1990,1,234789,4
14447,1990,1,104751,4
14480,1990,1,102713,4
15034,1990,1,105587,4
15039,1990,1,988186,4
15041,1990,2,227239,4
15043,1990,2,369450,4
15044,1990,2,151249,4
15050,1990,2,652173,4
15051,1990,2,478041,4
15056,1990,E,858122,4
6726,1993,2,612598,4
8162,1988,1,550269,4
8165,1988,2,199706,4
8167,1988,2,652826,4
8215,1988,1,167001,4
8398,1988,3,180741,4
10034,1991,2,85394,4
10221,1991,1,522344,4
10385,1991,1,210338,4
10410,1991,1,234658,4
10813,1991,1,366838,4
10821,1991,2,181029,4
10824,1991,2,536895,4
15037,1990,1,504242,4
15215,1990,1,164780,4
15216,1990,1,979043,4
15298,1990,1,342805,4
19870,1999,2,239882,4
28322,1998,1,144562,4
30946,2016,2,312216,4
31363,2014,E,286877,4
9022,1991,2,929959,4
9052,1991,1,426083,4
9068,1991,E,552020,4
9359,1991,2,983066,4
9404,1991,2,99892,4
9840,1991,1,214047,4
10640,1991,2,539873,4
1299,1992,2,459807,4
1370,1992,2,390557,4
1675,1992,2,439902,4
1843,1992,1,107442,4
2416,1992,2,231915,4
2481,1992,1,104385,4
2497,1992,2,539507,4
2541,1992,2,598622,4
3053,1992,1,207700,4
31364,2014,1,286877,4
5390,1993,2,687203,4
5608,1993,2,970214,4
7916,1988,1,176144,4
2547,1992,3,1176111,4
2587,1994,2,1150746,4
3428,1994,1,304431,4
3606,1994,1,158824,4
3668,1994,2,225646,4
5213,1993,1,248320,4
6457,1993,2,556904,4
6971,1993,2,596271,4
7118,1993,1,523494,4
7432,1993,2,392359,4
12635,1995,2,94511,4
2796,1994,2,219141,4
30954,2016,1,526811,4
