id,Song,Year,Set,Duration,Cluster
29724,Avenu Malkenu,1993,2,185835,0
6163,It's Ice,1993,2,482638,0
9309,David Bowie,1991,2,788114,0
3257,Possum,1994,2,704078,0
8484,Gumbo,1991,E,402599,0
17960,The Great Gig in the Sky,1998,2,279641,0
17966,Harpua,1998,2,381100,0
13049,Chalk Dust Torture,1995,1,441992,0
13058,Good Times Bad Times,1995,1,379899,0
2754,You Enjoy Myself > The Vibration of Life > You Enjoy Myself,1994,2,1365107,0
1518,Harry Hood,1992,2,784118,0
3343,Halley's Comet > Llama,1994,1,611918,0
3500,Mike's Song,1994,2,155455,0
19252,Meatstick,1999,2,706168,0
10051,Runaway Jim,1991,1,422217,0
8979,Tweezer > Dave's Energy Guide > Tweezer,1991,1,618371,0
640,Mike's Song,1992,1,427285,0
30409,Jam,2015,S,2809025,0
10335,Fee,1991,1,314854,0
19,In the Midnight Hour,1985,1,316996,0
1938,You Enjoy Myself,1992,1,1041998,0
39,Possum,1985,1,405603,0
40,Slave to the Traffic Light,1985,1,391288,0
53,Drums,1985,1,102165,0
102,Camel Walk,1986,1,388206,0
11,Drums,1984,1,597316,0
38,Dog Log,1985,1,310544,0
44,Alumni Blues,1985,1,282149,0
45,Letter to Jimmy Page,1985,1,69016,0
101,Mustang Sally,1986,1,338599,0
103,Golgi Apparatus,1986,1,300330,0
118,Sanity,1986,2,296281,0
14,Eyes of the World,1984,E,809064,0
42,I Wish,1985,1,420571,0
43,Revival,1985,1,296856,0
47,Prep School Hippie,1985,1,303987,0
107,Halley's Comet,1986,1,282906,0
108,Back Porch Boogie Blues,1986,1,266005,0
109,Shaggy Dog,1986,1,261982,0
110,Fluffhead,1986,1,574720,0
112,AC/DC Bag,1986,2,356049,0
114,Peaches en Regalia,1986,2,212062,0
116,Have Mercy,1986,2,708702,0
117,Harry Hood,1986,2,550478,0
311,Tush,1987,3,204878,0
105,Melt the Guns,1986,1,203285,0
226,Letter to Jimmy Page,1987,1,62798,0
230,Fire,1987,1,265639,0
212,Golgi Apparatus,1987,1,345051,0
213,AC/DC Bag,1987,1,450064,0
214,Possum,1987,1,381048,0
215,Fluffhead,1987,1,577045,0
219,Alumni Blues > Letter to Jimmy Page > Alumni Blues,1987,1,396042,0
221,David Bowie,1987,1,502047,0
222,Dear Mrs. Reagan,1987,1,208039,0
185,Funky Bitch,1987,1,415791,0
186,Good Times Bad Times,1987,1,275226,0
188,Golgi Apparatus,1987,1,318824,0
193,Harry Hood,1987,2,528718,0
194,Tell Me Something Good,1987,2,303726,0
195,Possum,1987,2,497607,0
196,Freeworld,1987,2,219037,0
197,Wilson,1987,2,232803,0
217,Dave's Energy Guide,1987,1,214047,0
291,Golgi Apparatus,1987,1,315977,0
191,Free Bird,1987,2,461714,0
206,Dave's Energy Guide,1987,2,238002,0
276,Golgi Apparatus,1987,1,319060,0
277,Slave to the Traffic Light,1987,1,372506,0
281,Good Times Bad Times,1987,1,299886,0
282,Shaggy Dog,1987,1,219089,0
283,Funky Bitch,1987,1,300826,0
296,Fire,1987,2,298005,0
297,AC/DC Bag,1987,2,464065,0
13062,David Bowie,1995,2,1026926,0
237,Take the 'A' Train,1987,2,222955,0
241,Peaches en Regalia,1987,3,185496,0
242,Fluffhead,1987,3,534439,0
250,Sparks,1987,3,153469,0
255,Who Do? We Do!,1987,3,135576,0
285,Halley's Comet,1987,2,318302,0
286,The Sloth,1987,2,135784,0
315,Divided Sky,1987,1,290900,0
340,The Curtain With,1987,2,740310,0
253,Come On (Part One),1987,3,318119,0
278,La Grange,1987,1,199523,0
299,Fluffhead,1987,2,572056,0
301,The Curtain With,1987,2,639269,0
305,La Grange,1987,2,213316,0
339,"Swing Low, Sweet Chariot",1987,2,153600,0
346,Divided Sky,1987,2,276689,0
5782,My Sweet One,1993,2,177842,0
292,Wilson,1987,1,306965,0
293,Quinn the Eskimo,1987,1,369633,0
309,Whipping Post,1987,3,629211,0
318,Clod,1987,1,369267,0
343,Harry Hood,1987,2,860421,0
365,La Grange,1987,3,194978,0
387,Avenu Malkenu,1987,1,205113,0
29394,My Sweet One,1991,1,17352,0
308,Jesus Just Left Chicago,1987,3,440947,0
392,Wilson,1987,1,329927,0
394,Golgi Apparatus,1987,1,308872,0
400,Suzy Greenberg,1987,2,369345,0
401,Alumni Blues,1987,2,293146,0
402,Letter to Jimmy Page,1987,2,65933,0
405,Good Times Bad Times,1987,3,288131,0
408,Fee,1987,3,369398,0
409,Divided Sky,1987,3,293329,0
410,Dog Log,1987,3,278909,0
415,Fire,1987,3,275644,0
369,Who Do? We Do!,1987,3,106162,0
2755,The Squirming Coil,1994,2,603664,0
373,She Caught the Katy and Left Me a Mule to Ride,1987,E,146129,0
406,Rocky Top,1987,3,193384,0
420,Take the 'A' Train,1987,1,204565,0
421,You Enjoy Myself,1987,1,681117,0
422,Golgi Apparatus,1987,1,291448,0
423,Slave to the Traffic Light,1987,1,352392,0
424,The Chase,1987,1,71471,0
425,Fluffhead,1987,1,501995,0
427,Possum,1987,1,345600,0
428,David Bowie,1987,2,699768,0
429,AC/DC Bag,1987,2,351948,0
430,Divided Sky,1987,2,230139,0
432,Clod,1987,2,402913,0
483,Sparks,1987,1,193358,0
1056,It's Ice,1992,1,529998,0
565,"My Friend, My Friend",1992,1,459050,0
541,Brother,1992,1,352810,0
566,Paul and Silas,1992,1,196702,0
659,Cavern,1992,1,281887,0
550,Run Like an Antelope,1992,1,796735,0
618,The Curtain,1992,1,381544,0
630,Runaway Jim,1992,1,463647,0
631,Cavern,1992,1,276323,0
633,Sparkle,1992,1,230348,0
635,Rift,1992,1,488620,0
637,Fee,1992,1,322142,0
638,Chalk Dust Torture,1992,1,343928,0
643,Golgi Apparatus,1992,2,303308,0
645,The Squirming Coil,1992,2,475847,0
647,Bouncing Around the Room,1992,2,231706,0
648,The Oh Kee Pa Ceremony,1992,2,93466,0
649,Suzy Greenberg,1992,2,328124,0
603,Tweezer,1992,2,641855,0
611,Cracklin' Rosie,1992,2,206054,0
613,My Sweet One,1992,2,178364,0
614,Cavern,1992,2,336849,0
620,Poor Heart,1992,1,179278,0
622,Maze,1992,1,512993,0
625,Mound,1992,1,357277,0
17946,Jesus Just Left Chicago,1998,1,688953,0
624,Divided Sky,1992,1,838844,0
650,Harry Hood,1992,2,802978,0
654,Possum,1992,2,578873,0
607,The Squirming Coil,1992,2,444186,0
669,Glide,1992,2,257567,0
761,Stash,1992,1,464744,0
762,Poor Heart,1992,1,184921,0
763,Foam,1992,1,469629,0
875,Cavern,1992,1,253100,0
764,Eliza,1992,1,92082,0
765,Rift,1992,1,513802,0
766,Golgi Apparatus,1992,1,269140,0
768,Llama,1992,1,272222,0
770,Fly Famous Mockingbird,1992,1,375902,0
771,The Landlady,1992,1,207229,0
772,David Bowie,1992,1,679523,0
776,Weekapaug Groove,1992,2,338521,0
777,Guelah Papyrus,1992,2,338808,0
778,The Mango Song,1992,2,426397,0
779,Brother,1992,2,278021,0
780,Uncle Pen,1992,2,247771,0
783,Suzy Greenberg,1992,2,337293,0
784,Harry Hood,1992,2,750158,0
787,Fire,1992,E,275304,0
1058,Maze,1992,1,504424,0
774,Mike's Song,1992,2,420180,0
781,I Didn't Know,1992,2,189127,0
821,NICU,1992,1,496875,0
843,The Sloth,1992,1,226926,0
847,Glide,1992,1,244741,0
284,The Curtain With,1987,2,675004,0
813,The Landlady,1992,1,216921,0
816,Foam,1992,1,472842,0
818,Stash,1992,1,528849,0
819,Fluffhead,1992,1,815543,0
820,Uncle Pen,1992,1,243801,0
822,David Bowie,1992,1,668996,0
785,Cavern,1992,2,341577,0
824,The Oh Kee Pa Ceremony,1992,2,102792,0
825,Suzy Greenberg,1992,2,321829,0
826,Poor Heart,1992,2,182700,0
827,Brother,1992,2,329143,0
829,Avenu Malkenu,1992,2,192784,0
831,"My Friend, My Friend",1992,2,369241,0
832,The Lizards,1992,2,596637,0
833,Cavern,1992,2,264176,0
835,Cracklin' Rosie > Cold as Ice,1992,2,185600,0
838,Chalk Dust Torture,1992,E2,391967,0
840,Llama,1992,1,307017,0
873,The Sloth,1992,1,220787,0
915,I Am Hydrogen,1992,2,178599,0
917,Fee,1992,2,309995,0
918,Poor Heart,1992,2,174629,0
920,Cavern,1992,2,282697,0
921,Dinner and a Movie,1992,2,209998,0
923,My Sweet One,1992,2,186279,0
836,Possum,1992,2,720118,0
880,You Enjoy Myself > Vacuum Solo,1992,2,1070080,0
882,The Squirming Coil,1992,2,494968,0
887,Tweezer Reprise,1992,2,293799,0
890,Suzy Greenberg,1992,E,348578,0
913,Run Like an Antelope,1992,1,560536,0
914,Mike's Song,1992,2,421878,0
5790,Rocky Top,1993,E,203833,0
925,Possum,1992,2,679471,0
930,Brother,1992,1,307226,0
1086,Suzy Greenberg,1992,1,322795,0
1090,Stash,1992,1,547971,0
5082,Hold Your Head Up,1994,2,52741,0
5796,Rift,1993,1,360490,0
1092,Cavern,1992,1,290038,0
28726,The Curtain,1994,2,377208,0
1135,Sparkle,1992,1,249626,0
1136,Stash,1992,1,573362,0
1140,Bouncing Around the Room,1992,1,245864,0
1147,Tweezer,1992,2,639269,0
1024,Buried Alive,1992,1,171677,0
1141,The Landlady,1992,1,399595,0
1145,Fluffhead,1992,2,829832,0
29409,The Squirming Coil,1991,2,365424,0
3691,Mike's Song,1994,2,114651,0
1146,The Squirming Coil,1992,2,435017,0
1180,Suzy Greenberg,1992,1,339905,0
1213,Glide,1992,2,274155,0
3741,Mike's Song,1994,2,69224,0
11744,The Sloth,1989,2,268487,0
1181,Uncle Pen,1992,1,272640,0
1183,Rift,1992,1,476238,0
1184,Guelah Papyrus,1992,1,385593,0
1190,David Bowie,1992,1,759458,0
1027,Fee,1992,1,322926,0
1156,Stash,1992,1,567275,0
1186,It's Ice,1992,1,544993,0
1188,NICU,1992,1,359549,0
1346,Suzy Greenberg,1992,1,324519,0
1348,Poor Heart,1992,1,178286,0
1349,The Landlady,1992,1,207647,0
1335,Glide,1992,2,281757,0
1350,NICU,1992,1,336692,0
1351,The Sloth,1992,1,222067,0
1352,Divided Sky,1992,1,786364,0
1353,Guelah Papyrus,1992,1,81110,0
1312,The Landlady,1992,2,243722,0
1314,Mound,1992,2,352914,0
1316,Llama,1992,2,287530,0
1317,The Lizards,1992,2,575556,0
1322,Golgi Apparatus,1992,2,299651,0
1324,Rocky Top,1992,E,160078,0
1342,Cold as Ice > Cracklin' Rosie > Cold as Ice,1992,2,314488,0
1343,Harry Hood,1992,2,739657,0
1337,The Squirming Coil,1992,2,424803,0
1338,My Mind's Got a Mind of its Own,1992,2,133512,0
1398,The Landlady,1992,1,244532,0
1399,Possum,1992,1,616568,0
1400,It's Ice,1992,1,595827,0
1402,Fee,1992,1,317205,0
5802,AC/DC Bag,1993,2,351608,0
5803,"My Friend, My Friend",1993,2,406491,0
1360,Wilson,1992,2,319321,0
1387,David Bowie,1992,2,521613,0
1406,Rift,1992,1,486269,0
1409,Tweezer,1992,2,747102,0
1034,The Sloth,1992,1,220970,0
7309,Colonel Forbin's Ascent,1993,1,341055,0
7315,The Landlady,1993,2,202057,0
1411,Fluffhead,1992,2,869616,0
5816,Loving Cup,1993,1,355265,0
5817,Foam,1993,1,499278,0
7299,Purple Rain > Hold Your Head Up,1993,2,402808,0
1418,Cracklin' Rosie > Cold as Ice,1992,2,225750,0
1978,Cavern,1992,2,339879,0
5805,You Enjoy Myself,1993,2,1252362,0
5806,Mound,1993,2,354612,0
5807,Big Ball Jam,1993,2,162273,0
5812,Golgi Apparatus,1993,2,272039,0
5815,Rocky Top,1993,E,175778,0
5821,Paul and Silas,1993,1,212950,0
5840,Fee,1993,1,319190,0
1497,The Curtain,1992,1,415765,0
1498,Cavern,1992,1,270132,0
1503,Llama,1992,1,286041,0
1504,Mound,1992,1,363102,0
1505,All Things Reconsidered,1992,1,192836,0
1481,The Landlady,1992,2,248189,0
1508,Wilson,1992,2,361195,0
1509,My Sweet One,1992,2,137770,0
1510,Stash,1992,2,562730,0
1512,Maze,1992,2,504999,0
1516,Chalk Dust Torture,1992,2,368875,0
1519,Golgi Apparatus,1992,2,283977,0
5811,Harry Hood,1993,2,675944,0
5818,Guelah Papyrus,1993,1,343589,0
5822,Sample in a Jar,1993,1,290873,0
5823,Reba,1993,1,780251,0
5824,Punch You In the Eye,1993,1,401816,0
1576,Suzy Greenberg,1992,1,347977,0
1578,The Sloth,1992,1,218358,0
1582,Reba,1992,1,699376,0
1590,Fluffhead,1992,2,873509,0
1554,My Sweet One,1992,1,232960,0
1557,The Sloth,1992,1,220656,0
1560,Dinner and a Movie,1992,1,127556,0
1563,Horn,1992,1,246518,0
1583,Poor Heart,1992,1,168333,0
1587,Glide,1992,2,255033,0
1588,Cavern,1992,2,286851,0
1589,Rift,1992,2,475246,0
1596,Stash,1992,2,574929,0
1597,Cold as Ice,1992,2,114469,0
1599,Possum,1992,2,635037,0
1693,Llama,1992,1,261590,0
1741,Possum,1992,1,729809,0
1565,The Landlady,1992,2,256784,0
1568,Guelah Papyrus,1992,2,348029,0
1572,Poor Heart,1992,2,156604,0
1573,Llama,1992,2,262113,0
1574,Cavern,1992,2,367909,0
16,Camel Walk,1985,1,408346,0
1634,Reba,1992,1,699925,0
1607,My Sweet One,1992,1,175647,0
1608,Horn,1992,1,229198,0
1609,Golgi Apparatus,1992,1,266658,0
1629,The Landlady,1992,1,204147,0
1632,Fly Famous Mockingbird,1992,1,374570,0
1605,Split Open and Melt,1992,1,500323,0
1611,Cavern,1992,1,269192,0
1616,Tweezer,1992,2,747912,0
1617,The Squirming Coil,1992,2,466782,0
1618,You Enjoy Myself,1992,2,1092780,0
1630,Llama,1992,1,283664,0
1636,Stash,1992,1,614191,0
1642,Guelah Papyrus,1992,2,327419,0
1643,The Squirming Coil,1992,2,438126,0
1646,Sanity,1992,2,312790,0
1650,Cavern,1992,2,296333,0
1623,Cold as Ice,1992,2,76826,0
1628,Suzy Greenberg,1992,E,308741,0
1711,Runaway Jim,1992,1,420937,0
1714,Reba,1992,1,640000,0
1715,Maze,1992,1,488307,0
1720,David Bowie,1992,1,754129,0
1679,Suzy Greenberg,1992,1,298710,0
1682,Sparkle,1992,1,227736,0
1683,Cavern,1992,1,278674,0
1696,Maze,1992,1,500036,0
1041,"My Friend, My Friend",1992,2,354220,0
1689,It's Ice,1992,1,498442,0
1767,Suzy Greenberg,1992,1,307304,0
1762,Take the 'A' Train,1992,2,289228,0
1777,The Sloth,1992,2,276219,0
1736,Divided Sky,1992,1,784953,0
1737,Fluffhead,1992,1,879151,0
1739,Maze,1992,1,517982,0
1759,The Squirming Coil,1992,2,512131,0
1761,You Enjoy Myself,1992,2,1189460,0
1790,Wilson,1992,1,318250,0
1853,Rocky Top,1992,E,182883,0
1900,Bouncing Around the Room,1992,1,232699,0
1902,Suzy Greenberg,1992,2,368823,0
1884,Guelah Papyrus,1992,1,349022,0
1961,Divided Sky,1992,1,917029,0
1955,Maze,1992,1,624196,0
1956,Fee,1992,1,327967,0
1958,Glide,1992,1,262034,0
1960,Mound,1992,1,354664,0
1906,Mike's Song,1992,2,530338,0
1935,Rift,1992,1,384026,0
1947,Maze,1992,1,556278,0
1951,The Squirming Coil,1992,1,504738,0
1957,Foam,1992,1,486792,0
1915,Cavern,1992,2,438256,0
1917,Chalk Dust Torture,1992,1,391941,0
1918,The Landlady,1992,1,198531,0
1920,Guelah Papyrus,1992,1,346567,0
1922,Uncle Pen,1992,1,244924,0
1929,Llama,1992,1,295288,0
1963,Axilla,1992,1,280424,0
1916,The Squirming Coil,1992,E,626651,0
2029,Buried Alive,1992,1,160078,0
2031,Suzy Greenberg,1992,1,310700,0
2032,Fee,1992,1,332617,0
1954,You Enjoy Myself,1992,1,996833,0
1995,Dinner and a Movie,1992,2,206237,0
2024,Llama,1992,2,148558,0
2033,Maze,1992,1,516258,0
1976,Llama,1992,2,323030,0
1979,Bold As Love,1992,E,304536,0
2086,The Landlady,1992,1,231027,0
1974,Poor Heart,1992,2,257097,0
1996,Harry Hood,1992,2,877636,0
2068,Stash,1992,2,572395,0
2035,Sparkle,1992,1,248581,0
2036,Horn,1992,1,220630,0
2037,All Things Reconsidered,1992,1,179827,0
2041,Axilla,1992,2,284996,0
2042,"My Friend, My Friend",1992,2,420075,0
2043,My Sweet One,1992,2,165878,0
2047,Tela,1992,2,404846,0
2051,Bold As Love,1992,E,477179,0
2132,My Sweet One,1992,1,282462,0
2136,Chalk Dust Torture,1992,1,406936,0
2138,Fast Enough for You,1992,1,320888,0
2147,Avenu Malkenu,1992,2,189910,0
2106,Rift,1992,1,401737,0
2107,Wilson,1992,1,369789,0
2114,Llama,1992,1,264673,0
2115,Mound,1992,1,424568,0
2142,Weekapaug Groove,1992,1,403931,0
2143,Suzy Greenberg,1992,2,324467,0
2144,Paul and Silas,1992,2,228232,0
2145,Tweezer,1992,2,759798,0
2150,Bouncing Around the Room,1992,2,219011,0
2151,The Squirming Coil,1992,2,509858,0
2154,Harpua,1992,2,823954,0
2155,Golgi Apparatus,1992,2,274469,0
111,Jam,1986,2,346593,0
2092,Cavern > Sweet Adeline,1992,1,494420,0
2113,Reba,1992,1,746005,0
2134,Stash,1992,1,616673,0
2148,Maze,1992,2,594181,0
2184,Foam,1992,1,531200,0
2185,Divided Sky,1992,1,819592,0
2187,Poor Heart,1992,1,162691,0
2188,Stash,1992,1,567275,0
2191,Horn,1992,1,225829,0
2217,Rift,1992,2,354377,0
2189,The Lizards,1992,1,620643,0
2197,Tela,1992,2,394632,0
2199,Glide,1992,2,292049,0
2201,The Squirming Coil,1992,2,500219,0
2204,Golgi Apparatus,1992,E,270629,0
2205,Rocky Top,1992,E,169378,0
2237,Maze,1992,1,508839,0
2196,Tweezer,1992,2,816248,0
2230,Llama,1992,1,255060,0
2232,Poor Heart,1992,1,171703,0
2233,Stash,1992,1,580441,0
2234,Glide,1992,1,273006,0
2236,Fast Enough for You,1992,1,338730,0
2240,Suzy Greenberg,1992,2,365871,0
2241,David Bowie,1992,2,854413,0
2242,Esther,1992,2,567745,0
2256,"My Friend, My Friend",1992,1,402416,0
2258,The Sloth,1992,1,232333,0
2261,Fluffhead,1992,1,848144,0
2263,Suzy Greenberg,1992,2,365218,0
2264,The Curtain,1992,2,371827,0
2270,Avenu Malkenu,1992,2,189074,0
2273,Cavern,1992,2,346958,0
2229,Bold As Love,1992,E,303830,0
2243,Possum,1992,2,708571,0
2244,It's Ice,1992,2,486191,0
2247,Harry Hood,1992,2,852637,0
2249,Hold Your Head Up,1992,2,64679,0
2251,Fee,1992,E,361273,0
2252,Rocky Top,1992,E,340480,0
2303,Golgi Apparatus,1992,1,302002,0
2308,Split Open and Melt,1992,1,501159,0
2313,Cavern,1992,1,265561,0
2351,Chalk Dust Torture,1992,1,393300,0
2248,Hold Your Head Up > Faht,1992,2,367517,0
2349,Good Times Bad Times,1992,E,357355,0
2357,Mound,1992,1,345156,0
2402,Fee,1992,1,320784,0
2362,Poor Heart,1992,2,166713,0
2366,Maze,1992,2,597682,0
2372,Tweezer Reprise,1992,2,217522,0
2385,Chalk Dust Torture,1992,2,360072,0
2387,Llama,1992,2,273946,0
2388,Horn,1992,2,221571,0
2377,Glide,1992,1,286955,0
2392,It's Ice,1992,2,472033,0
2393,Fee,1992,2,299964,0
29627,The Chinese Water Torture,2014,2,400927,0
2410,Suzy Greenberg,1992,2,359811,0
619,Split Open and Melt,1992,1,493819,0
2449,Foam,1992,1,502544,0
2453,The Landlady,1992,1,208353,0
2455,Poor Heart,1992,1,139990,0
2456,All Things Reconsidered,1992,1,174890,0
2459,Maze,1992,2,529685,0
2460,Glide,1992,2,301479,0
2461,The Curtain,1992,2,362736,0
2463,Rift,1992,2,357747,0
2468,Golgi Apparatus,1992,2,291631,0
2386,Reba,1992,2,753476,0
2406,Rift,1992,1,378671,0
2451,Cavern,1992,1,257202,0
2513,Axilla,1992,2,241189,0
2514,Rift,1992,2,374178,0
2515,Bathtub Gin,1992,2,458684,0
2487,My Sweet One,1992,2,135811,0
2566,Julius,1994,2,400509,0
2568,Split Open and Melt,1994,2,532036,0
2572,Suzy Greenberg,1994,2,438674,0
2574,Cavern,1994,E,285336,0
2565,The Landlady,1994,2,358348,0
2647,Reba,1994,2,824111,0
2649,Big Ball Jam,1994,2,129802,0
2656,Cavern,1994,2,362371,0
2671,Fluffhead,1994,2,862276,0
2672,Ginseng Sullivan,1994,2,229303,0
2531,Cavern,1992,1,267964,0
2543,Good Times Bad Times,1992,2,336849,0
2549,Diamond Girl,1992,3,399830,0
2612,Nellie Kane,1994,E,288392,0
2733,Wolfman's Brother,1994,2,307853,0
2722,Wilson,1994,1,287687,0
2781,Poor Heart,1994,1,143229,0
2782,Julius,1994,1,443742,0
2784,Rift,1994,1,357146,0
2787,The Oh Kee Pa Ceremony,1994,1,103549,0
974,Llama,1992,1,271909,0
2677,Golgi Apparatus,1994,E,303073,0
2745,Fluffhead,1994,1,866377,0
2790,Sample in a Jar,1994,2,293068,0
13065,You Enjoy Myself,1995,2,1489633,0
2748,Sample in a Jar,1994,2,322560,0
2751,The Lizards,1994,2,606851,0
2756,Tweezer Reprise,1994,2,353071,0
2757,Fire,1994,E,400379,0
5920,Run Like an Antelope,1993,1,607451,0
8482,AC/DC Bag > Contact,1991,2,700996,0
976,Divided Sky,1992,1,774034,0
2752,Julius,1994,2,443298,0
2829,Cavern,1994,1,270864,0
2802,Good Times Bad Times,1994,E,321437,0
2904,Fee,1994,1,343928,0
978,Poor Heart,1992,1,175726,0
2820,Highway to Hell,1994,E,223660,0
2841,All Along the Watchtower,1994,E,679706,0
2909,Tela,1994,1,400901,0
2910,Poor Heart,1994,1,139076,0
2916,Mound,1994,2,340297,0
979,Stash,1992,1,544914,0
2947,The Sloth,1994,1,220369,0
980,Rift,1992,1,468872,0
2912,The Curtain,1994,2,409469,0
2918,Divided Sky,1994,2,747337,0
2919,Bouncing Around the Room,1994,2,213342,0
2920,Big Ball Jam,1994,2,114913,0
2923,Bold As Love,1994,E,312607,0
2924,Sample in a Jar,1994,1,328568,0
2926,Maze,1994,1,651233,0
2989,Guelah Papyrus,1993,1,371879,0
3205,Rift,1994,1,348996,0
2979,Peaches en Regalia,1994,2,194142,0
2993,Peaches en Regalia,1993,1,191060,0
3013,Glide,1994,1,279353,0
2995,Run Like an Antelope,1993,1,588696,0
2996,Tweezer,1993,2,735556,0
3001,You Enjoy Myself,1993,2,1345724,0
3003,Split Open and Melt,1993,3,606093,0
3006,Suzy Greenberg,1993,3,385437,0
982,It's Ice,1992,1,507402,0
3050,Sample in a Jar,1996,2,359393,0
13060,Also Sprach Zarathustra,1995,2,248660,0
3004,The Lizards,1993,3,601913,0
3010,Golgi Apparatus,1993,E,284056,0
3062,Suzy Greenberg,1992,1,341368,0
1586,Run Like an Antelope > Secret Language Instructions > Run Like an Antelope > Secret Language Instructions > Run Like an Antelope,1992,1,1195833,0
3152,Sample in a Jar,1994,1,315429,0
3203,Foam,1994,1,507768,0
644,Llama,1992,2,252813,0
3146,Down with Disease,1994,1,419997,0
3206,Down with Disease,1994,1,430759,0
3207,Bouncing Around the Room,1994,1,222642,0
3209,The Squirming Coil,1994,1,599562,0
3213,Fee,1994,2,341473,0
3214,Julius,1994,2,437499,0
3215,Cavern,1994,2,270393,0
3218,Good Times Bad Times,1994,2,456568,0
642,Weekapaug Groove,1992,1,379037,0
3212,It's Ice,1994,2,563644,0
3220,Golgi Apparatus,1994,E,270733,0
3202,Runaway Jim,1994,1,448078,0
3265,Julius,1994,1,416549,0
3271,Suzy Greenberg,1994,1,367595,0
3276,Peaches en Regalia,1994,2,181943,0
3277,Scent of a Mule,1994,2,433998,0
3280,Good Times Bad Times,1994,2,315638,0
985,Split Open and Melt,1992,2,531853,0
10901,Stash,1991,1,540003,0
3235,Harry Hood,1994,2,801855,0
3241,Rift,1994,1,358269,0
3242,Down with Disease,1994,1,394606,0
3243,Fee,1994,1,325381,0
3244,Maze,1994,1,666671,0
3247,Bathtub Gin,1994,1,593032,0
3249,Sample in a Jar,1994,1,299285,0
3251,Run Like an Antelope,1994,2,656536,0
3255,Fluffhead,1994,2,836885,0
3222,Poor Heart,1994,1,144536,0
3223,Sample in a Jar,1994,1,291892,0
3225,Axilla (Part II),1994,1,183353,0
3228,If I Could,1994,1,331259,0
3229,Cavern,1994,1,234266,0
3230,Maze,1994,2,650136,0
3234,Scent of a Mule,1994,2,435357,0
3238,David Bowie,1994,2,698384,0
3253,Silent in the Morning,1994,2,296255,0
3254,Uncle Pen,1994,2,233691,0
3262,Rocky Top,1994,E,155794,0
987,You Enjoy Myself,1992,2,1147768,0
989,Silent in the Morning,1992,2,303491,0
3227,Split Open and Melt,1994,1,748304,0
3305,Sample in a Jar,1994,1,299833,0
3327,If I Could,1994,1,370860,0
3328,Scent of a Mule,1994,1,530756,0
3330,Dog Faced Boy,1994,1,164153,0
3333,Runaway Jim,1994,2,513358,0
3334,Glide,1994,2,325355,0
3336,Lifeboy,1994,2,516258,0
3339,Sample in a Jar,1994,2,296020,0
3341,Slave to the Traffic Light,1994,2,528300,0
990,Maze,1992,2,457169,0
3331,Split Open and Melt,1994,1,622994,0
3296,Avenu Malkenu,1994,2,182988,0
3316,It's Ice,1994,2,556251,0
3372,Carolina,1994,1,91455,0
3345,Poor Heart,1994,1,140565,0
3350,Cavern,1994,1,277394,0
3351,Sample in a Jar,1994,2,351007,0
3352,Sparkle,1994,2,219011,0
3359,Golgi Apparatus,1994,2,373029,0
3361,Nellie Kane,1994,E,268042,0
3363,Fire,1994,E,285884,0
3441,The Curtain,1994,1,415112,0
3442,Sample in a Jar,1994,1,296908,0
3447,Axilla (Part II),1994,1,192627,0
992,The Landlady,1992,2,200882,0
3348,Down with Disease,1994,1,427938,0
3349,The Mango Song,1994,1,436820,0
3356,The Lizards,1994,2,651781,0
3357,Julius > Big Ball Jam,1994,2,546612,0
3364,Fee,1994,1,381309,0
3365,Maze,1994,1,593528,0
3366,If I Could,1994,1,364278,0
3370,Scent of a Mule,1994,1,497162,0
3371,Dog Faced Boy,1994,1,156186,0
3373,AC/DC Bag,1994,1,420258,0
3377,Axilla (Part II),1994,2,195840,0
3379,Rift,1994,2,355161,0
3423,Sample in a Jar,1994,1,298841,0
3425,Fee,1994,1,331938,0
3426,Maze,1994,1,645616,0
3429,Julius,1994,1,418456,0
3409,Ginseng Sullivan,1994,1,211540,0
3430,Reba,1994,1,885342,0
3431,Cavern,1994,1,296516,0
3432,Wilson,1994,2,352261,0
3434,If I Could,1994,2,385620,0
3436,Punch You In the Eye,1994,2,486165,0
3471,Divided Sky,1994,1,850181,0
3506,Sample in a Jar,1994,1,291788,0
3514,Cavern,1994,1,282201,0
3465,Cavern,1994,1,260493,0
3472,Sample in a Jar,1994,1,373499,0
3504,Fire,1994,E,326400,0
3469,It's Ice,1994,1,533786,0
3491,Golgi Apparatus,1994,1,326269,0
3497,Julius,1994,2,411402,0
3532,Nellie Kane,1994,2,197825,0
3558,Glide,1994,2,261590,0
3559,Julius,1994,2,411350,0
3566,Golgi Apparatus,1994,2,280503,0
3539,Suzy Greenberg,1994,2,342570,0
3543,Golgi Apparatus,1994,E,269558,0
3560,Halley's Comet,1994,2,300983,0
3565,Weekapaug Groove,1994,2,417280,0
998,Rocky Top,1992,E,166374,0
1604,Glide,1992,1,242965,0
29999,Down with Disease,1994,1,432927,0
3687,Sample in a Jar,1994,2,296333,0
3688,Poor Heart,1994,2,131971,0
3699,Julius,1994,2,407536,0
3701,Sleeping Monkey,1994,E,327576,0
3702,Rocky Top,1994,E,156317,0
3729,Maze,1994,1,623595,0
3730,If I Could,1994,1,337868,0
3731,Scent of a Mule,1994,1,414328,0
3733,Golgi Apparatus,1994,1,277342,0
